"","state","name","ncesID","acfrs_original_name"
"520","IL","Kane County Regional office of Education","1700191","kane roe"
"521","IL","Kaskaskia Special Education District","1700074","Kaskaskia Special Education District"
"522","IL","Kings Consolidated School District 144","1721130","kings consolidated school district 144"
"523","IL","Knox Warren Special Education Districts","1701432","knox warren special education districts"
"524","IL","Komarek School District 94","1721420","komarek school district 94"
"525","IL","La Grange Area Department of Special Education -Ladse","1721590","la grange area department of special education -ladse"
"526","IL","La Grange Highlands School District 106","1719110","la grange highlands school district 106"
"527","IL","La Harpe Community Unit School District 347","1701381","la harpe community unit school district 347"
"528","IL","La Moille Community Unit School District 303","1721680","la moille community unit school district 303"
"529","IL","Ladd Community Consolidated School District 94","1721510","ladd community consolidated school district 94"
"530","IL","Lagrange Elementary School District 102","1721600","Lagrange Elementary School District 102"
"531","IL","Lagrange School District 105 South","1721630",NA
"532","IL","Lake Bluff Elementary School District 65","1721720","lake bluff elementary school district 65"
"533","IL","Lake County office of Education","1700193","lake roe"
"534","IL","Lake Forest Consolidated High School District 115","1721780","lake forest consolidated high school district 115"
"535","IL","Lake Forrest Elementary School District 67","1721750","lake forrest elementary school district 67"
"536","IL","Lake Villa Community Consolidated School District 41","1721870","lake villa community consolidated school district 41"
"537","IL","Laraway Community Consolidated School District 70C","1722050","laraway community consolidated school district 70c"
"538","IL","Lasalle-Peru Township High School No. 120","1720910",NA
"539","IL","Lasalle-Putnam County Educational Alliance For Special Education","1700228","lasalle putnam alliance special education"
"540","IL","Le Roy Community Unit School District 2","1722620","le roy community unit school district 2"
"541","IL","Lebanon Community Unit School District 9","1722300","lebanon community unit school district 9"
"542","IL","Lee County Special Education Association","1722360","Lee County Special Education Association"
"543","IL","Leland Community Unit School District 1","1722870","leland community unit school district 1"
"544","IL","Lena Winslow Community Unit School District 202","1722530","lena winslow community unit school district 202"
"545","IL","Lewistown School District 97","1700153","lewistown school district 97"
"546","IL","Lexington Community Unit School District 7","1722710","lexington community unit school district 7"
"547","IL","Liberty Community Unit School District 2","1722770","liberty community unit school district 2"
"548","IL","Libertyville Elementary School District 70","1722800","libertyville elementary school district 70"
"549","IL","Lick Creek Community Consolidated School District 16","1722860","lick creek community consolidated school district 16"
"550","IL","Limestone Community High School District 310","1722950","limestone community high school district 310"
"551","IL","Limestone Walters Community Consolidated School District 316","1722920","limestone walters community consolidated school district 316"
"552","IL","Lincoln Community High School District 404","1723050","lincoln community high school district 404"
"553","IL","Lincolnshire-Prairie View School District 103","1723090","lincolnshire-prairie view school district 103"
"554","IL","Lincolnwood School District 74","1723100","lincolnwood school district 74"
"555","IL","Lindop School District 92","1713440","lindop school district 92"
"556","IL","Lisbon Community Consolidated School District 90","1723160","lisbon community consolidated school district 90"
"557","IL","Lockport School District 91","1709210","lockport school district 91"
"558","IL","Lostant Community Unit School District 425","1700120","lostant community unit school district 425"
"559","IL","Lowpoint Washburn Community Unit School District 21","1740920","lowpoint washburn community unit school district 21"
"560","IL","Ludlow Community Consolidated School District 142","1723700","ludlow community consolidated school district 142"
"561","IL","Macon-Piatt Regional office of Education #39","1700197","macon/piatt roe"
"562","IL","Manhattan School District 114","1724270","manhattan school district 114"
"563","IL","Marengo Community High School District 154","1724570","marengo community high school district 154"
"564","IL","Maroa Forsyth Community Unit School District 2","1724750","maroa forsyth community unit school district 2"
"565","IL","Marshall Community Unit School District 2C","1724870","marshall community unit school district 2c"
"566","IL","Martinsville Community Unit School District 3C","1724900","martinsville community unit school district 3c"
"567","IL","Mcclellan Community Consolidated School District 12","1725260","mcclellan community consolidated school district 12"
"568","IL","Mchenry Community Consolidated School District 15","1725290","mchenry community consolidated school district 15"
"569","IL","Mchenry Community High School District 156","1725320","mchenry community high school district 156"
"570","IL","Medinah School District 11","1725500","medinah school district 11"
"571","IL","Mendota Township High School District 280","1725650","mendota township high school district 280"
"572","IL","Meredosia Chambersburg Community Unit School District 11","1725680","meredosia chambersburg community unit school district 11"
"573","IL","Meridian Community Unit School District 15","1700123","meridian community unit school district 15"
"574","IL","Meridian Community Unit School District 223","1725690","meridian community unit school district 223"
"575","IL","Metamora Community Consolidated School District 1","1725740","metamora community consolidated school district 1"
"576","IL","Metamora Township High School District 122","1725770","metamora township high school district 122"
"577","IL","Mid-Valley Special Education Cooperative","1700054","mid-valley special education cooperative"
"578","IL","Midland Community Unit School District 7","1700126","midland community unit school district 7"
"579","IL","Milford Area Public Schools District 124","1701416","milford area public schools district 124"
"580","IL","Millburn Community Consolidated School District 24","1726100","millburn community consolidated school district 24"
"581","IL","Miller Township Community Consolidated School District 210","1726250","miller township community consolidated school district 210"
"582","IL","Millstadt Community Consolidated School District 160","1726190","millstadt community consolidated school district 160"
"583","IL","Minooka Community High School District 111","1726340","minooka community high school district 111"
"584","IL","Mokena School District 159","1726370","mokena school district 159"
"585","IL","Monregional office of Education School District 70","1726490","monroe school district 70"
"586","IL","Monregional office of Education-Randolph Regional office of Education","1700202","monroe/randolph roe"
"587","IL","Montmorency School District 145","1726590","montmorency school district 145"
"588","IL","Morris Community High School District 101","1726640","morris community high school district 101"
"589","IL","Morris School District 54","1726610","morris school district 54"
"590","IL","Morrisonville Community Unit School District 1","1726760","morrisonville community unit school district 1"
"591","IL","Morton Grove School District 70","1726850","morton grove school district 70"
"592","IL","Mt Olive Community Unit School District 5","1727180","mt olive community unit school district 5"
"593","IL","Mt Pulaski Community Unit School District 23","1727290","mt pulaski community unit school district 23"
"594","IL","Mt Zion Community Unit School District 3","1727390","mt zion community unit school district 3"
"595","IL","Mulberry Grove Community Unit School District 1","1727450","mulberry grove community unit school district 1"
"596","IL","Nashville Community Consolidated School District 49","1727720","nashville community consolidated school district 49"
"597","IL","Nashville Community High School District 99","1727740","nashville community high school district 99"
"598","IL","Nauvoo Colusa Community Unit School District 325","1727780","nauvoo colusa community unit school district 325"
"599","IL","Neoga Community Unit School District 3","1727840","neoga community unit school district 3"
"600","IL","Nettle Cr Community Consolidated School District 24C","1727930","nettle cr community consolidated school district 24c"
"601","IL","New Athens Community Unit School District 60","1727960","new athens community unit school district 60"
"602","IL","New Berlin Community Unit School District 16","1727990","new berlin community unit school district 16"
"603","IL","New Hope Community Consolidated School District 6","1728110","new hope community consolidated school district 6"
"604","IL","New Simpson Hill Consolidated School District 32","1728160","new simpson hill consolidated school district 32"
"605","IL","Newark Community Consolidated School District 66","1728270","newark community consolidated school district 66"
"606","IL","Newark Community High School District 18","1728260","newark community high school district 18"
"607","IL","Niles School District 71","1728500","niles school district 71"
"608","IL","Nippersink School District 2","1700222","nippersink school district 2"
"609","IL","Nokomis Community Unit School District 22","1728560","Nokomis Community Unit School District 22"
"610","IL","Norridge School District 80","1728650","norridge school district 80"
"611","IL","Norris City-Omaha-Enfield Community School District 3","1700004","norris city-omaha-enfield community school district 3"
"612","IL","North Clay Community Unit School District 25","1728810","North Clay Community Unit School District 25"
"613","IL","North Wamac School District 186","1740680","north wamac school district 186"
"614","IL","North Wayne Community Unit School District 200","1710240","north wayne community unit school district 200"
"615","IL","Northbrook School District 27","1717850","northbrook school district 27"
"616","IL","Northbrook School District 28","1728980","northbrook school district 28"
"617","IL","Northbrook-Glenview School District 30","1724420","northbrook-glenview school district 30"
"618","IL","Northwest Sp Ed Cooperative","1701421","northwest sp ed cooperative"
"619","IL","Northwestern Community Unit School District 2","1730540","northwestern community unit school district 2"
"620","IL","Norwood School District 63","1729040","norwood school district 63"
"621","IL","Oak Grove School District 68","1729130","oak grove school district 68"
"622","IL","Oakdale Community Unit School District 1","1729310","oakdale community unit school district 1"
"623","IL","Oakwood Community District 76","1710800","oakwood community district 76"
"624","IL","Oblong Community Unit School District 4","1729420","oblong community unit school district 4"
"625","IL","Odell Community Consolidated School District 435","1729520","odell community consolidated school district 435"
"626","IL","Odin Public School Dsitrict 722","1701404","odin public school dsitrict 722"
"627","IL","Oglesby Elementary School District 125","1729670","oglesby elementary school district 125"
"628","IL","Ohio Community Consolidated School District 17","1729700","ohio community consolidated school district 17"
"629","IL","Ohio Community High School District 505","1729730","ohio community high school district 505"
"630","IL","Okaw Valley Community Unit School District 302","1700223","okaw valley community unit school district 302"
"631","IL","Opdyke-Belle-Rive Community Con School District 5","1705570","opdyke-belle-rive community con school district 5"
"632","IL","Orangeville Community Unit School District 203","1730060","orangeville community unit school district 203"
"633","IL","Orion Community Unit School District 223","1730200","orion community unit school district 223"
"634","IL","Palatine Community Consolidated School District 15","1730420","palatine community consolidated school district 15"
"635","IL","Palestine Community Unit School District 3","1730480","palestine community unit school district 3"
"636","IL","Palos Heights School District 128","1730570","palos heights school district 128"
"637","IL","Panhandle Community Unit School District 2","1730660","panhandle community unit school district 2"
"638","IL","Paris Crestwood Community Unit School District 4","1730780","paris crestwood community unit school district 4"
"639","IL","Patoka Community Unit School District 100","1730870","patoka community unit school district 100"
"640","IL","Pawnee Community Unit School District 11","1730930","pawnee community unit school district 11"
"641","IL","Payson Community Unit School District 1","1730990","payson community unit school district 1"
"642","IL","Pearl City School District 200","1731020","pearl city school district 200"
"643","IL","Pecatonica Community Unit School District 321","1731050","pecatonica community unit school district 321"
"644","IL","Pembroke Community Consolidated School District 259","1731140","pembroke community consolidated school district 259"
"645","IL","Pennoyer Elementary School District 79","1731200","pennoyer elementary school district 79"
"646","IL","Peoria County Regional office of Education","1700203","peoria roe"
"647","IL","Peoria Heights Community Unit School District 325","1731270","peoria heights community unit school district 325"
"648","IL","Peotone Community Unit School District 207 U","1731290","peotone community unit school district 207 u"
"649","IL","Peru Elementary School District 124","1731380","peru elem school district 124"
"650","IL","Pinckneyville Community High School District 101","1731620","pinckneyville community high school district 101"
"651","IL","Pinckneyville Elementary School District 50","1700009","pinckneyville elementary school district 50"
"652","IL","Plano Community Unit School District 88","1731770","plano community unit school district 88"
"653","IL","Pleasant Hill Community Unit School District 3","1731890","pleasant hill community unit school district 3"
"654","IL","Pleasant Hill School District 69","1731860","pleasant hill school district 69"
"655","IL","Pleasant Plains Community Unit School District 8","1731920","pleasant plains community unit school district 8"
"656","IL","Pleasantdale School District 107","1732040","pleasantdale school district 107"
"657","IL","Polo Community Unit School District 222","1732100","polo community unit school district 222"
"658","IL","Pontiac Township High School District 90","1732220","pontiac township high school district 90"
"659","IL","Pontiac-W Holliday School District 105","1732190","pontiac-w holliday school district 105"
"660","IL","Pope County Community Unit School District 1","1732280","pope county community unit school district 1"
"661","IL","Porta Community Unit School District 202","1731410","porta community unit school district 202"
"662","IL","Posen-Robbins Elementary School District 143 1/2","1732370",NA
"663","IL","Potomac Community Unit School District 10","1732090","potomac community unit school district 10"
"664","IL","Prairie Du Rocher Community Consolidated School District 134","1732490","prairie du rocher community consolidated school district 134"
"665","IL","Prairie Grove School District 46","1732520","prairie grove school district 46"
"666","IL","Prairie Hill Community Consolidated School District 133","1732550","prairie hill community consolidated school district 133"
"667","IL","Prairieview Ogden Community Consolidated School District 197","1700330","prairieview ogden community consolidated school district 197"
"668","IL","Princeton Elem District 115","1732670","princeton elem district 115"
"669","IL","Princeton High School District 500","1732700","princeton high school district 500"
"670","IL","Princeville Community Unit School District 326","1732770","princeville community unit school district 326"
"671","IL","Putnam County Community Unit School District No 535","1732960","putnam county community unit school district no 535"
"672","IL","Ramsey Community Unit School District 204","1733090","ramsey community unit school district 204"
"673","IL","Rankin School District 98","1733120","rankin school district 98"
"674","IL","Red Bud Community Unit School District 132","1733300","red bud community unit school district 132"
"675","IL","Reed Custer Community Unit District 255 U","1733380","reed custer community unit district 255 u"
"676","IL","Richland School District 88A","1733450","richland school district 88a"
"677","IL","Richmond Burton Community High Sch Dist 157","1733510","richmond burton community high sch dist 157"
"678","IL","Ridgeview Community Unit School District 19","1700109","ridgeview community unit school district 19"
"679","IL","Ridgewood Community High School District 234","1733720","ridgewood community high school district 234"
"680","IL","Riley Community Consolidated School District 18","1733750","riley community consolidated school district 18"
"681","IL","River Bend Community Unit School District 2","1733950","river bend community unit school district 2"
"682","IL","River Forest School District 90","1733810","river forest school district 90"
"683","IL","River Grove School District 85-5","1733840","river grove school district 85-5"
"684","IL","River Ridge Community Unit School District 210","1700001","river ridge community unit school district 210"
"685","IL","Riverdale Community Unit School District 100","1733930","riverdale community unit school district 100"
"686","IL","Riverside School District 96","1733990","riverside school district 96"
"687","IL","Riverside-Brookfield District 208","1734020","riverside-brookfield district 208"
"688","IL","Riverview Community Consolidated School District 2","1734110","riverview community consolidated school district 2"
"689","IL","Roanoke Benson Community Unit School District 60","1734140","roanoke benson community unit school district 60"
"690","IL","Robein School District 85","1734170","robein school district 85"
"691","IL","Rochelle Township High School Dist212","1734290","rochelle township high school dist212"
"692","IL","Rock Falls Township High School District 301","1734380","rock falls township high school district 301"
"693","IL","Rock Island County Regional office of Education","1700204","rock island roe"
"694","IL","Rockdale School District 84","1734470","rockdale school district 84"
"695","IL","Rockridge Community School District 300","1734440","rockridge community school district 300"
"696","IL","Rome Community Consolidated School District 2","1734590","rome community consolidated school district 2"
"697","IL","Rondout School District 72","1734620","rondout school district 72"
"698","IL","Rooks Creek Community Consolidated School District 425","1734650","rooks creek community consolidated school district 425"
"699","IL","Roselle School District 12","1734710","roselle school district 12"
"700","IL","Rosemont School District 78","1734770","rosemont school district 78"
"701","IL","Rossville-Alvin Community Unit School District 7","1734870","rossville-alvin community unit school district 7"
"702","IL","Rowva Community Unit School District 208","1729940","r o w v a community unit school district 208"
"703","IL","Rutland Community Consolidated School District 230","1735100","rutland community consolidated school district 230"
"704","IL","Salem Community High School District 600","1735190","salem community high school district 600"
"705","IL","Salt Creek School District 48","1735220","salt creek school district 48"
"706","IL","Salt Fork Community Unit Sch Dist 512","1701418","salt fork community unit sch dist 512"
"707","IL","Sandoval Community Unit School District 501","1735310","sandoval community unit school district 501"
"708","IL","Sandridge School District 172","1735340","sandridge school district 172"
"709","IL","Sangamon Area Special Education District","1700116","sangamon area special education district"
"710","IL","Sangamon Valley Community Unit School District 9","1700324","sangamon valley community unit school district 9"
"711","IL","Saratoga Community Consolidated School District 60-C","1735400","saratoga community consolidated school district 60-c"
"712","IL","Saunemin Community Consolidated School District 438","1700065","saunemin community consolidated school district 438"
"713","IL","Scales Mound Community Unit School District 211","1735610","scales mound community unit school district 211"
"714","IL","Schuyler-Industry Community Unit School District 5","1700332","schuyler-industry community unit school district 5"
"715","IL","Scott-Morgan Community Unit School District 2","1706600","scott-morgan community unit school district 2"
"716","IL","Selmaville Community Consolidated School District 10","1735770","selmaville community consolidated school district 10"
"717","IL","Seneca Community Consolidated School District 170","1735820","seneca community consolidated school district 170"
"718","IL","Seneca Township High School District 160","1735850","seneca township high school district 160"
"719","IL","Sesser-Valier Community Unit School District 196","1735940","sesser-valier community unit school district 196"
"720","IL","Shawnee Community Unit School District 84","1742990","shawnee community unit school district 84"
"721","IL","Shiloh Community Unit School District 1","1700122","shiloh community unit school district 1"
"722","IL","Shiloh Village School District 85","1736210","shiloh village school district 85"
"723","IL","Shirland Community Consolidated School District 134","1736240","shirland community consolidated school district 134"
"724","IL","Signal Hill School District 181","1736330","signal hill school district 181"
"725","IL","Skokie Community School District 73-5","1710380","skokie community school district 73-5"
"726","IL","Skokie School District 68","1736450","Skokie School District 68"
"727","IL","Skokie-Fairview School District 72","1714820","skokie-fairview school district 72"
"728","IL","Smithton Community Consolidated School District 130","1736510","smithton community consolidated school district 130"
"729","IL","Somonauk Community Unit School District 432","1736570","somonauk community unit school district 432"
"730","IL","South Central Community Unit School District 401","1700114","south central community unit school district 401"
"731","IL","South Eastern Special Education Program","1700311","south eastern special education program"
"732","IL","South Fork School District 14","1736640","south fork school district 14"
"733","IL","South Holland School District 151","1736750","south holland school district 151"
"734","IL","South Pekin School District 137","1736780","south pekin school district 137"
"735","IL","South Wilmington Consolidated School District 74","1736840","south wilmington consolidated school district 74"
"736","IL","Southeastern Community Unit School District 337","1736610","southeastern community unit school district 337"
"737","IL","Special Education District of Lake County","1700059",NA
"738","IL","Spoon River Valley Community Unit School District 4","1736960","spoon river valley community unit school district 4"
"739","IL","Spring Garden Community Consolidated School District 178","1701419","spring garden community consolidated school district 178"
"740","IL","Spring Lake Community School District 606","1737020","spring lake community school district 606"
"741","IL","Spring Valley Community Consolidated School District 99","1737050","spring valley community consolidated school district 99"
"742","IL","St Anne Community Consolidated School District 256","1737120","st anne community consolidated school district 256"
"743","IL","St Anne Community Hs School District 302","1737140","st anne community hs school district 302"
"744","IL","St Elmo Community Unit School District 202","1737230","st elmo community unit school district 202"
"745","IL","St George Community Consolidated School District 258","1737320","st george community consolidated school district 258"
"746","IL","St Joseph Community Consolidated School District 169","1737380","st joseph community consolidated school district 169"
"747","IL","St Joseph Ogden Community High School District 305","1737410","st joseph ogden community high school district 305"
"748","IL","St Libory Consolidated School District 30","1737440","st libory consolidated school district 30"
"749","IL","St Rose School District 14 15","1737470","st rose school district 14 15"
"750","IL","Stark County Community Unit School District 100","1737490","stark county community unit school district 100"
"751","IL","Steeleville Community Unit School District 138","1737650","steeleville community unit school district 138"
"752","IL","Steward Elementary School District 220","1737800","steward elementary school district 220"
"753","IL","Stewardson Strasburg Community Unit School District 5A","1737830","stewardson strasburg community unit school district 5a"
"754","IL","Stockton Community Unit School District 206","1737980","stockton community unit school district 206"
"755","IL","Summersville School District 79","1738190","summersville school district 79"
"756","IL","Summit School District 104","1704050","summit school district 104"
"757","IL","Sunset Ridge School District 29","1738400","sunset ridge school district 29"
"758","IL","Taft School District 90","1738520","taft school district 90"
"759","IL","Tamaroa School District 5","1738550","tamaroa school district 5"
"760","IL","Teutopolis Community Unit School District 50","1738760","teutopolis community unit school district 50"
"761","IL","Thomasboro Community Consolidated School District 130","1738790","thomasboro community consolidated school district 130"
"762","IL","Thompsonville School District 174","1701382","thompsonville school district 174"
"763","IL","Thornton School District 154","1738910","thornton school district 154"
"764","IL","Tolono Community Unit School District 7","1739120","tolono community unit school district 7"
"765","IL","Tonica Community Consolidated School District 79","1739180","tonica community consolidated school district 79"
"766","IL","Tremont Community Unit School District 702","1739390","tremont community unit school district 702"
"767","IL","Tri City Community Unit School District 1","1739450","tri city community unit school district 1"
"768","IL","Tri Valley Community Unit School District 3","1713920","tri valley community unit school district 3"
"769","IL","Triad Community Unit District No.2","1737350","Triad Community Unit District No.2"
"770","IL","Triopia Community Unit School District 27","1710830","triopia community unit school district 27"
"771","IL","Tuscola Community Unit School District 301","1739600","tuscola community unit school district 301"
"772","IL","Union Ridge School District 86","1739780","union ridge school district 86"
"773","IL","Union School District 81","1739660","union school district 81"
"774","IL","Unity Point Community Consolidated School District 140","1739930","unity point community consolidated school district 140"
"775","IL","Valley View Public Schools Community Unit District","1740070",NA
"776","IL","Valmeyer Community Unit School District 3","1740080","valmeyer community unit school district 3"
"777","IL","Vandalia Community Unit School District 203","1740140","Vandalia Community Unit School District 203"
"778","IL","Venice Community Unit School District 3","1740200","venice community unit school district 3"
"779","IL","Vienna High School District No. 13-3","1740290","vienna township high school district 13-3"
"780","IL","Vienna School District 55","1740260","vienna school district 55"
"781","IL","Villa Grove Community Unit School District 302","1740320","villa grove community unit school district 302"
"782","IL","Virginia Community Unit School District 64","1740410","virginia community unit school district 64"
"783","IL","Wabash and Ohio Valley Special Education District","1740480","wabash and ohio valley special education district"
"784","IL","Wallace Community Consolidated School District 195","1740530","wallace community consolidated school district 195"
"785","IL","Waltham Community Consolidated School District 185","1740620","waltham community consolidated school district 185"
"786","IL","Waltonville Community Unit School District 1","1740650","waltonville community unit school district 1"
"787","IL","Warren Community Unit School District 205","1740740","warren community unit school district 205"
"788","IL","Warrensburg-Latham Community Unit School District 11","1740830","warrensburg-latham community unit school district 11"
"789","IL","Warsaw Community Unit School District 316","1740890","warsaw community unit school district 316"
"790","IL","Washington Chs District 308","1740980","washington chs district 308"
"791","IL","Washington School District 52","1741040","washington school district 52"
"792","IL","Waverly Community Unit School District 6","1741280","waverly community unit school district 6"
"793","IL","Wayne City Community Unit School District 100","1741360","wayne city community unit school district 100"
"794","IL","West Central School District 235","1700319","west central school district 235"
"795","IL","West Lincoln-Broadwell School District 92","1741600","west lincoln-broadwell school district 92"
"796","IL","West Northfield School District 31","1741700","west northfield school district 31"
"797","IL","West Prairie Community Unit School District 103","1700314","west prairie community unit school district 103"
"798","IL","West Washington County Community Unit District 10","1741750","west washington county community unit district 10"
"799","IL","Western Community Unit School District 12","1701387","western community unit school district 12"
"800","IL","Western Springs School District 101","1741820","western springs school district 101"
"801","IL","Wethersfield Community Unit School District 230","1742060","wethersfield community unit school district 230"
"802","IL","Williamsfield Community Unit School District 210","1742450","williamsfield community unit school district 210"
"803","IL","Williamsville Community Unit School District 15","1742480","williamsville community unit school district 15"
"804","IL","Willow Grove School District 46","1742510","willow grove school district 46"
"805","IL","Willow Springs School District 108","1742570","willow springs school district 108"
"806","IL","Winchester Community Unit School District 1","1742660","winchester community unit school district 1"
"807","IL","Windsor Community Unit School District 1","1742690","windsor community unit school district 1"
"808","IL","Winfield School District 34","1742720","winfield school district 34"
"809","IL","Winnebago Community Unit School District 323","1742790","winnebago community unit school district 323"
"810","IL","Winnebago County Special Education Cooperative","1742810","winnebago county special education cooperative"
"811","IL","Winnetka School District 36","1742840","winnetka school district 36"
"812","IL","Winthrop Harbor School District 1","1742900","winthrop harbor school district 1"
"813","IL","Wolf Branch School District 113","1742960","wolf branch school district 113"
"814","IL","Woodford County Special Education Association","1701437","woodford cty special ed assoc"
"815","IL","Woodland Community Unit School District 5","1738070","woodland community unit school district 5"
"816","IL","Woodlawn Unit School District 209","1701422","woodlawn unit school district 209"
"817","IL","Zeigler-Royalton Community Unit School District 188","1743800","zeigler-royalton community unit school district 188"
"818","IN","Franklin Community School Corporation","1803690","Franklin Community School Corporation"
"819","KS","Fort Leavenworth USD 207","2006330",NA
"820","KS","Gardner Unified School District No. 231","2006420",NA
"821","KS","Holton Unified School District 336","2007380","holton unified school district 336"
"822","KS","Marysville Unified School District No. 364","2000016","Marysville Unified School District No. 364"
"823","KS","Mcpherson Unified School District No. 418","2009390","Mcpherson Unified School District No. 418"
"824","KS","Newton Unified School District No. 373","2009960","Newton Unified School District No. 373"
"825","KS","Spring Hill Unified School District No. 230","2011850","Spring Hill Unified School District No. 230"
"826","KS","Unified School Distrcit 249","2006300",NA
"827","KS","Unified School District No. 253","2005940",NA
"828","KY","Anchorage Independent School District","2100090","anchorage ind sch dist"
"829","KY","Augusta Independent School District","2100180","augusta indep sch dist"
"830","KY","Burgin Independent School District","2100780","burgin ind sch dist"
"831","KY","Cloverport Independent School District","2101290","cloverport ind sch dist"
"832","KY","Fort Thomas Independent School District","2102040","ft thomas ind sch dist"
"833","KY","Fulton Independent School District","2102070","Fulton Independent School District"
"834","KY","Jackson Independent School District","2102910","jackson indep sch dist"
"835","KY","Russell Independent School District","2105130","Russell Independent School District"
"836","KY","Science Hill Independent School District","2105220","science hill ind sch d"
"837","KY","Southgate Independent School District","2105460","southgate ind sch dist"
"838","LA","A. E. Phillips Laboratory School","2200056","a.e. phillips laboratory school"
"839","LA","office of Juvenile Justice","2200047","office of juvenile justice"
"840","LA","Recovery School District of Louisiana","2200054","department of education - recovery school district"
"841","LA","Southern University Laboratory School","2200023","southern university lab school"
"842","MA","Abington Public Schools","2501650","abington town schs"
"843","MA","Acushnet Public Schools","2501740","acushnet town schs"
"844","MA","Agawam Public Schools","2501800","agawam city schools"
"845","MA","Amesbury Public Schools","2501860","amesbury public schools"
"846","MA","Amherst-Pelham Regional School District","2501920",NA
"847","MA","Andover Public Schools","2501950","andover town schs"
"848","MA","Arlington Public Schools","2501980","arlington public schools"
"849","MA","Ashland Public Schools","2502100","ashland public sch"
"850","MA","Attleboro Public Schools","2502190","attleboro city schs"
"851","MA","Auburn Public Schools","2502220","auburn town sch"
"852","MA","Avon Public Schools","2502250","avon town schs"
"853","MA","Barnstable Public Schools","2502310","barnstable city schools"
"854","MA","Bedford Public Schools","2502400","bedford town sch"
"855","MA","Belchertown Public Schools","2502430","belchertown public schools"
"856","MA","Bellingham Public Schools","2502460","bellingham town schs"
"857","MA","Belmont Public Schools","2502490","belmont town sch"
"858","MA","Berkley Public Schools","2502520","berkley town schs"
"859","MA","Berlin-Boylston Regional School District","2502580","berlin-boylston regional sch dist"
"860","MA","Beverly Public Schools","2502640","beverly city sch"
"861","MA","Billerica Public Schools","2502670","billerica town sch"
"862","MA","Blackstone Valley Regional Vocational School District","2502710","blackstone valley reg voc school dist"
"863","MA","Boston City School","2502790","boston city sch"
"864","MA","Bourne Public Schools","2502820","bourne town sch"
"865","MA","Boxford Public Schools","2502880","boxford town school"
"866","MA","Braintree Public Schools","2502940","braintree public schools"
"867","MA","Brewster Public Schools","2502970","brewster town schools"
"868","MA","Bridgewater-Raynham Regional School District","2503030","bridgewater-raynham regional school dist"
"869","MA","Brimfield Public Schools","2503060","brimfield town sch"
"870","MA","Bristol County Agricultural High School District","2503070","bristol co agric h sch dist"
"871","MA","Bristol-Plymouth Regional Technical School District","2503080",NA
"872","MA","Brockton Public Schools","2503090","brockton city sch"
"873","MA","Brookfield Public Schools","2503120","brookfield town schs"
"874","MA","Brookline Public Schools","2503150","brookline town schs"
"875","MA","Burlington Public Schools","2503240","burlington public sch"
"876","MA","Cambridge Public Schools","2503270","cambridge city schools"
"877","MA","Canton Public Schools","2503300","canton town sch"
"878","MA","Cape Cod Regional School District","2503310","cape cod reg voc tech sch"
"879","MA","Carlisle Public Schools","2503330","carlisle town school"
"880","MA","Carver Public Schools","2503360","carver town sch"
"881","MA","Chelmsford Public Schools","2503510","chelmsford town schools"
"882","MA","Chelsea Public Schools","2503540","chelsea city sch"
"883","MA","Chesterfield-Goshen Regional","2500014","chesterfield-goshen reg sch dist"
"884","MA","Chicopee Public Schools","2503660","chicopee public school department"
"885","MA","Clarksburg Public Schools","2503720","clarksburg town schools"
"886","MA","Clinton Public Schools","2503750","clinton town schs"
"887","MA","Cohasset Public Schools","2503780","cohasset town schs"
"888","MA","Concord Public Schools","2503840","concord public sch"
"889","MA","Concord-Carlisle Regional School District","2503870","concord-carlisle reg high school dist"
"890","MA","Conway Public Schools","2503900","conway town schs"
"891","MA","Danvers Public Schools","2503990","danvers town sch"
"892","MA","Dartmouth Public Schools","2504020","dartmouth public schools"
"893","MA","Dedham Public Schools","2504050","dedham town sch"
"894","MA","Deerfield Public Schoools","2504080","deerfield town sch dept"
"895","MA","Douglas Public Schools","2504230","douglas town schs"
"896","MA","Dover Public Schools","2504260","dover town sch"
"897","MA","Dover-Sherborn Regional School District","2504290","dover sherborn reg high sch dist"
"898","MA","Dracut Public Schools","2504320","dracut town sch"
"899","MA","Duxbury Public Schools","2504410","duxbury town schs"
"900","MA","East Bridgewater Public Schools","2504440","east bridgewater public schools"
"901","MA","East Longmeadow Public Schools","2504500","east longmeadow town sch"
"902","MA","Eastham Public Schools","2504530","eastham town sch"
"903","MA","Easthampton Public Schools","2504590","easthampton city schools"
"904","MA","Easton Public Schools","2504620","easton town public sch"
"905","MA","Edgartown Public Schools","2504650","edgartown town schs"
"906","MA","Erving Public Schools","2504710","erving elementary sch"
"907","MA","Everett Public Schools","2504770","everett city sch"
"908","MA","Fairhaven Public Schools","2504800","fairhaven town schs"
"909","MA","Fall River Public Schools","2504830","fall river city public schs"
"910","MA","Falmouth Public Schools","2504860","falmouth public schools"
"911","MA","Fitchburg Public Schools","2504890","fitchburg city sch"
"912","MA","Florida Public Schools","2504920","florida town schs"
"913","MA","Foxborough Public Schools","2504950","foxboro public schs"
"914","MA","Framingham Public Schools","2504980","framingham public schools"
"915","MA","Franklin County Regional School District","2505020","franklin co tech school"
"916","MA","Franklin Public Schools","2505010","franklin city schools"
"917","MA","Gardner Public Schools","2505130","gardner public sch"
"918","MA","Gateway Regional School District","2505160","gateway reg sch dist"
