"","state.abb","name_census","population","geo_id","source_year","state.name","name","government_id","id","nces_district_id","year","category","identifier","current_assets","net_pension_assets","non_current_assets","net_opeb_assets","total_assets","net_pension_liability","net_opeb_liability","current_portion_long_term_liabilities","compensated_absences","current_liabilities","total_liabilities","bonds_outstanding","loans_outstanding","notes_outstanding","total_net_position_governmental","total_net_position_business","total_net_position","unrestricted","expenses","charges_for_services","operating_grants","capital_grants","general_revenue","activities_change_in_net_position","cash","receivables","revenues","name_midfile","flg_acfr","flg_muni","flg_county"
"268","CA","santa maria city",109695,"0669196","2023","California","santa maria","05204200400000",31873,NA,2023,"General Purpose","CA Santa Maria 2023",529628215,NA,334425286,NA,864053501,172000169,19082482,12675967,7590224,77540015,356832770,41845836,NA,NA,293375622,267783997,561159619,240535893,202517749,114989074,20438267,4716776,115242473,52868841,452254577,45029763,255386590,"city of santa maria",1,1,0
"269","CA","west covina city",109501,"0684200","2023","California","west covina","05201904800000",47600,NA,2023,"General Purpose","CA West Covina 2023",161985618,0,218322471,NA,380308089,44600464,54205612,17584437,4396765,44333004,395144689,231690193,6044700,6947007,6400534,241833,6642367,-255040561,130691676,20365515,18983157,15354938,71409634,-4578432,142299007,15495499,126113244,"city of west covina",1,1,0
"270","CA","el monte city",109447,"0622230","2023","California","el monte","05201901400000",40537,NA,2023,"General Purpose","CA El Monte 2023",180172365,NA,532946910,NA,713119275,24147150,108286962,9717164,9730006,54772952,377437658,169479803,17977364,NA,338558400,14503002,353061402,-219460617,139723702,25307428,38909255,25239642,74713437,24446060,152979228,20511199,164169762,"city of el monte",1,1,0
"271","CO","greeley city",108791,"0832155","2023","Colorado","greeley","06206201100000",32008,NA,2023,"General Purpose","CO Greeley 2023",420830731,NA,1225182354,NA,1646013085,4269162,NA,18815957,6512353,52773049,265194091,184671545,NA,NA,670447030,685962624,1356409654,348832359,255544210,116107480,20024980,40807868,168013197,89409315,17716292,55733620,344953525,"city of greeley",1,1,0
"272","NV","sparks city",108457,"3268400","2023","Nevada","sparks","29201600200000",35524,NA,2023,"General Purpose","NV Sparks 2023",251465069,NA,684274464,NA,935739533,127345514,38567308,24353161,18058322,38223890,284088662,67091150,NA,1096217,387754882,305169365,692924247,7022061,163551895,74032922,13306670,21854460,111789960,57432117,217458563,24344276,220984012,"city of sparks",1,1,0
"273","CO","centennial city",108422,"0812815","2023","Colorado","centennial","06200330100000",52381,NA,2023,"General Purpose","CO Centennial 2023",187787407,NA,216433408,NA,404220815,NA,NA,557488,462406,12795961,21394629,8368214,NA,NA,353044331,5285286,358329617,131442992,88263637,8159599,4772546,5828261,100984877,31481646,157996465,29785185,119745283,"city of centennial",1,1,0
"274","CO","boulder city",108246,"0807850","2023","Colorado","boulder","06200700100000",31995,NA,2023,"General Purpose","CO Boulder 2023",654884000,NA,1487314000,NA,2142198000,115577000,14445000,22732000,11506000,87855000,453699000,131723000,16208000,38662000,1025736000,654982000,1680718000,292696000,351300000,133620000,20668000,9096000,295396000,107480000,57376000,105589000,458780000,"city of boulder",1,1,0
"275","GA","sandy springs city",108068,"1368516","2023","Georgia","sandy springs","11206010100000",1267657,NA,2023,"General Purpose","GA Sandy Springs 2023",271354513,NA,545961054,NA,817315567,NA,NA,11867570,2814322,41284212,261054548,219600682,NA,3676485,563763861,NA,563763861,118988944,130593682,17626794,0,30911118,128713494,46657724,206942684,13597353,177251406,"city of sandy springs",1,1,0
"276","GA","south fulton city",108064,"1372122",NA,NA,"south fulton ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"277","CA","inglewood city",107759,"0636546","2023","California","inglewood","05201902200000",31781,NA,2023,"General Purpose","CA Inglewood 2023",392026252,NA,523669134,NA,915695386,232995287,123215142,26374625,24055538,183438935,837570469,234039605,NA,12742000,58183692,1775503,59959195,-398174488,335691590,98850609,106141185,49121668,201076312,119498184,329071790,49716039,455189774,"city of inglewood",1,1,0
"278","WI","green bay city",107363,"5531000",NA,NA,"green bay ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"279","CA","burbank city",107335,"0608954","2023","California","burbank","05201900800000",44007,NA,2023,"General Purpose","CA Burbank 2023",847580000,NA,1248342000,2007000,2095922000,405896000,25501000,18406000,28326,123726000,878905000,241700000,NA,NA,872846000,489991000,1362837000,168793000,605597000,363620000,52108000,8270000,221771000,40172000,553396000,72816000,645769000,"city of burbank",1,1,0
"280","WA","renton city",106836,"5357745","2023","Washington","renton","48201702000000",39552,NA,2023,"General Purpose","WA Renton 2023",440823535,40062092,975826719,NA,1416650254,6027872,30842514,11352115,6023013,34436587,122666528,55426899,272648,NA,843857031,456329281,1300186312,358305332,208787990,118433007,7687757,24679217,145183044,87195035,254878883,46796412,295983025,"city of renton",1,1,0
"281","OR","hillsboro city",106438,"4134100","2023","Oregon","hillsboro","38203400600000",37575,NA,2023,"General Purpose","OR Hillsboro 2023",535349371,0,1534520370,1733749,2069869741,99830671,12020381,13146083,8317161,65321346,507104026,290757962,0,42201000,959722354,624372166,1584094520,377733552,259183597,162172653,12159540,51347207,165314136,131809939,64005020,39575267,390993536,"city of hillsboro",1,1,0
"282","CA","el cajon city",106183,"0621712","2023","California","el cajon","05203700400000",31857,NA,2023,"General Purpose","CA El Cajon 2023",185030337,NA,320590251,NA,505620588,98388996,6141220,11249295,9488008,42995102,299977919,136775000,NA,8676476,171988912,86412467,258401379,-51317874,135320610,47795539,7565225,4813145,89867236,14720535,166159014,16355542,150041145,"city of el cajon",1,1,0
"283","TX","tyler city",105984,"4874144","2023","Texas","tyler","44221200500000",38706,NA,2023,"General Purpose","TX Tyler 2023",187737396,NA,697043241,NA,884780637,112098826,12583161,7895914,15597627,49194733,328340827,145321796,NA,NA,336374102,265626612,602000714,-19463245,197874252,95656441,17161327,5714623,111340686,31998825,70752442,42571937,229873077,"city of tyler",1,1,0
"284","CA","san mateo city",105665,"0668252","2023","California","san mateo","05204101200000",31870,NA,2023,"General Purpose","CA San Mateo 2023",495528069,NA,1348190837,NA,1843718906,278756748,8427323,18256614,9102159,94570902,1112129789,652489843,4285378,NA,451406721,335912139,787318860,176456537,245839662,115356875,9841723,20877893,159157759,59394588,458989634,35214736,305234250,"city of san mateo",1,1,0
"285","MA","brockton city",105654,"2509000","2023","Massachusetts","brockton","22201200100000",34031,NA,2023,"General Purpose","MA Brockton 2023",368014980,NA,394090832,NA,762105812,94819786,642145588,56973720,15666623,148821640,1397826239,478949881,1540156,4026833,-924303430,139130153,-785173277,-1169319679,646952983,74991241,342172733,4465865,211985553,-13337591,284244025,66161770,633615392,"city of brockton",1,1,0
"286","NC","concord city",105318,"3714100","2023","North Carolina","concord","34201300100000",36696,NA,2023,"General Purpose","NC Concord 2023",400328054,NA,1056216016,NA,1456544070,58071555,33700656,10379155,7009411,55078899,201079178,45885802,NA,NA,612870119,669196306,1282066425,278641008,318047609,192022810,41983004,79562212,115661814,111182231,346236843,44468099,429229840,"city of concord",1,1,0
"287","CA","jurupa valley city",105054,"0637692","2023","California","jurupa valley","05203310400000",67422,NA,2023,"General Purpose","CA Jurupa Valley 2023",140768210,NA,57335572,NA,198103782,NA,NA,1724533,494550,55571083,65578612,NA,NA,NA,130994848,NA,130994848,45749501,61635382,8216820,19707503,2985572,49920835,19195348,129202707,11206416,80830730,"city of jurupa valley",1,1,0
"288","CA","daly city city",104973,"0617918","2023","California","daly ","05204100500000",67221,NA,2023,"General Purpose","CA Daly City 2023",274920676,NA,201952574,NA,476873250,213044889,39354111,15904561,20473072,47269926,327146313,4965000,556791,NA,78182370,122096685,200279055,-9433872,175023606,69215917,18161647,6952706,105378176,24684840,246671736,19467935,199708446,"city of daly city",1,1,0
"289","TX","allen city",104645,"4801924","2023","Texas","allen","44204300100000",46830,NA,2023,"General Purpose","TX Allen 2023",263426072,NA,643570430,765561,906996502,50677067,1664547,17875239,9878970,47501548,258344978,163828424,NA,1680000,488169464,191004986,679174450,141941460,233828583,96427766,3639508,5943311,140925606,13107608,117234040,30757998,246936191,"city of allen",1,1,0
"290","CA","rialto city",104048,"0660466","2023","California","rialto","05203600900000",31847,NA,2023,"General Purpose","CA Rialto 2023",410496025,NA,453606428,NA,864102453,145309565,18934333,11063190,10554866,43763959,394112503,NA,NA,2089555,465182085,39652822,504834907,-152736115,192068282,78566501,19248382,5395259,143985984,55127844,330298747,31010893,247196126,"city of rialto",1,1,0
"291","NM","rio rancho city",104039,"3563460","2023","New Mexico","rio rancho","32202360100000",35927,NA,2023,"General Purpose","NM Rio Rancho 2023",177239336,NA,795184252,NA,972423588,90868239,16060106,23067513,5984173,52585289,311166110,148644805,NA,18326386,318250518,350564544,668815062,52387153,145172516,84057355,11598042,16169711,109934164,76586756,136834659,32333768,221759272,"city of rio rancho",1,1,0
"292","IN","south bend city",103436,"1871000","2023","Indiana","south bend","15207100800000",189657,NA,2023,"General Purpose","IN South Bend 2023",548502013,NA,525787750,NA,1074289763,154372873,27057459,35550110,5715661,71533342,455280326,204351572,NA,2649147,306618283,246668456,553286739,220257236,321294484,94444384,20414840,1300410,215750927,10616077,223165172,118058530,331910561,"city of south bend",1,1,0
"293","WA","spokane valley city",102983,"5367167","2023","Washington","spokane valley","48203201300000",51273,NA,2023,"General Purpose","WA Spokane Valley 2023",137684000,2870103,200933002,NA,338617002,1237674,NA,748694,1070057,12358806,23866151,9855732,NA,NA,297219276,17679479,314898755,96423155,85634066,21377447,10787922,10967085,83400261,40898649,123421083,13882303,126532715,"city of spokane valley",1,1,0
"294","CA","chico city",102816,"0613014","2023","California","chico","05200400200000",31744,NA,2023,"General Purpose","CA Chico 2023",216209996,NA,573935837,NA,790145833,160466927,NA,6425994,4429319,27960507,217092620,NA,16881998,5141101,458466605,151937742,610404347,-18460171,121570963,29591056,16736130,22590867,79744555,27091645,164710333,39100873,148662608,"city of chico",1,1,0
"295","CA","norwalk city",102762,"0652526","2023","California","norwalk","05201950600000",31802,NA,2023,"General Purpose","CA Norwalk 2023",210513921,0,218581306,0,429095227,62913364,21358688,3454498,3155555,42525277,162611135,31570694,0,0,212536790,64153351,276690141,29402426,120646117,21446479,58432791,676137,66914878,26824168,182595538,16272454,147470285,"city of norwalk",1,1,0
"296","CA","menifee city",102526,"0646842","2023","California","menifee","05203310100000",95831,NA,2023,"General Purpose","CA Menifee 2023",215057211,NA,343726602,NA,558783813,141043,2827385,2995927,2178377,48930789,77910841,NA,NA,NA,488770974,NA,488770974,90961465,120015079,46428763,12278329,48472712,68741316,55906041,191982345,12060969,175921120,"city of menifee",1,1,0
"297","CA","vacaville city",102386,"0681554","2023","California","vacaville","05204800600000",31885,NA,2023,"General Purpose","CA Vacaville 2023",400319335,NA,887826274,NA,1288145609,277091900,68101774,16893374,10064880,60820871,507818104,NA,84984248,NA,478345346,389247790,867593136,25220180,268106516,87217195,40539070,68512461,129312108,57474318,341482130,46815071,325580834,"city of vacaville",1,1,0
"298","TX","wichita falls city",102316,"4879000","2023","Texas","wichita falls","44224300400000",38716,NA,2023,"General Purpose","TX Wichita Falls 2023",198319537,NA,602307293,NA,800626830,139916384,15432153,20458282,11675719,57985478,336049600,104729742,NA,15751826,111530304,392697057,504227361,-13053002,183185149,89019659,27114597,3726044,94871932,31547083,124636052,27212925,214732232,"city of wichita falls",1,1,0
"299","IA","davenport city",101728,"1919000","2023","Iowa","davenport","16208200400000",1267749,NA,2023,"General Purpose","IA Davenport 2023",337160907,0,645635152,0,982796059,56638300,24716537,40432000,5273369,115300923,418674233,220169012,30026709,1230838,261299338,210970017,472269355,29982582,200944990,63466005,43255381,11125696,130078942,46981034,208722073,121863240,247926024,"city of davenport",1,1,0
"300","MA","quincy city",101606,"2555745","2023","Massachusetts","quincy","22201100100000",34030,NA,2023,"General Purpose","MA Quincy 2023",269281011,NA,1039670488,NA,1308951499,86437842,636301944,50648958,18765386,299432978,2037306954,1028014638,NA,182615654,-762172197,40873084,-721299113,-1141562464,580050778,104250762,117413592,14127506,313206067,-31052851,203892943,50194301,548997927,"city of quincy",1,1,0
