"","state.abb","state.name","id","geo_id","year","name","category","total_liabilities","current_liabilities","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","total_assets","current_assets","compensated_absences","expenses","revenues","unrestricted","population","median_hh_income_21","url"
"184","VA","Virginia",230420,"5167000",2020,"richmond","General Purpose",2594525942,199271710,370679024,0,116933633,0,3549156723,0,24131176,1117347385,1190816721,199139615,226618,51770,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/VA/Richmond/VA%20Richmond%202020.pdf"
"185","VA","Virginia",230476,"5182000",2020,"virginia beach","General Purpose",2174515595,103328094,417692180,0,103615930,0,5963034244,0,50506959,1546388767,1632118091,511815144,459471,81634,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/VA/Virginia%20Beach/VA%20Virginia%20Beach%202020.pdf"
"186","WA","Washington",39547,"5305210",2020,"bellevue","General Purpose",458566000,45638000,33169000,37143000,29726000,0,0,0,15776000,458430000,568926000,0,151864,144274,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/WA/Bellevue/WA%20Bellevue%202020.pdf"
"187","WA","Washington",39553,"5363000",2020,"seattle","General Purpose",9163846000,643409000,1471420000,276045000,673085000,0,15849537000,0,143102000,4384767000,4581734000,0,737018,110781,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/WA/Seattle/WA%20Seattle%202020.pdf"
"188","WA","Washington",39566,"5367000",2020,"spokane","General Purpose",886969987,41087427,0,61452699,0,97392855,3165077400,0,25615819,527607330,584541313,-21588822,228978,58714,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/WA/Spokane/WA%20Spokane%202020.pdf"
"189","WA","Washington",39559,"5370000",2020,"tacoma","General Purpose",2088340000,203686000,43808000,89125000,208422000,0,5236657000,0,44245000,1145003000,1229044000,310161000,219175,77141,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/WA/Tacoma/WA%20Tacoma%202020.pdf"
"190","WA","Washington",42942,"5374060",2020,"vancouver","General Purpose",225176801,38901040,18206106,42519561,48695087,0,0,0,15428615,355468910,449870809,270853445,190888,69993,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/WA/Vancouver/WA%20Vancouver%202020.pdf"
"191","WI","Wisconsin",39884,"5548000",2020,"madison","General Purpose",1121052486,90341077,105508,57561292,82355761,0,2918901000,0,66861699,564493985,598064822,0,269769,67270,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/WI/Madison/WI%20Madison%202020.pdf"
"192","WI","Wisconsin",39892,"5553000",2020,"milwaukee","General Purpose",4631245000,189324000,850751000,0,1690355000,0,3871974000,0,50710000,1584630000,1288626000,0,577225,46637,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/WI/Milwaukee/WI%20Milwaukee%202020.pdf"
"193","TX","Texas",43459,"4827684",2021,"frisco","General Purpose",1039868901,75395144,33189948,0,4621195,0,0,0,27323392,450893065,496616794,149031371,200536,130118,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Frisco/TX%20Frisco%202021.pdf"
"194","TX","Texas",38708,"4827000",2021,"fort worth","General Purpose",6485913000,426042000,2359866000,0,903895000,0,9678101000,0,33390000,2043838000,2229707000,-1413256000,918937,68235,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Fort%20Worth/TX%20Fort%20Worth%202021.pdf"
"195","TX","Texas",44101,"4829000",2021,"garland","General Purpose",1739221826,175637389,11418246,0,87457328,0,2843363991,0,29462323,710181427,788194393,151545720,246001,61607,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Garland/TX%20Garland%202021.pdf"
"196","AL","Alabama",31566,"0107000",2021,"birmingham","General Purpose",1374151000,147826000,390606000,330000000,146415000,0,0,0,15886000,531729000,619526000,0,200646,36614,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/AL/Birmingham/AL%20Birmingham%202021.pdf"
"197","AL","Alabama",31569,"0137000",2021,"huntsville","General Purpose",1361325111,80907197,222331632,0,72487230,0,2284863782,0,31645956,466738158,597514829,0,215052,70757,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/AL/Huntsville/AL%20Huntsville%202021.pdf"
"198","AL","Alabama",31570,"0150000",2021,"mobile","General Purpose",590141546,70956253,131243328,88266,165622313,0,0,0,12944423,340641467,478765862,0,187048,43786,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/AL/Mobile/AL%20Mobile%202021.pdf"
"199","AL","Alabama",31571,"0151000",2021,"montgomery","General Purpose",1093521158,37338209,221518566,0,525585285,0,0,0,19609508,304993332,317747811,-835272765,200586,46957,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/AL/Montgomery/AL%20Montgomery%202021.pdf"
"200","TX","Texas",1266572,"4830464",2021,"grand prairie","General Purpose",765037939,69263399,54876161,0,70944626,0,0,0,21710781,399891908,439886320,-3767082,196138,68473,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Grand%20Prairie/TX%20Grand%20Prairie%202021.pdf"
"201","NY","New York",36037,"3663000",2021,"rochester","General Purpose",2359529000,290317000,55648000,0,1753793000,0,1622748000,0,0,857649000,813572000,-1475897000,211321,41980,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NY/Rochester/NY%20Rochester%202021.pdf"
"202","IL","Illinois",32805,"1703012",2021,"aurora","General Purpose",897202220,63221088,549293000,0,83960000,0,0,0,20476000,312062189,330646903,-552729021,180526,83996,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IL/Aurora/IL%20Aurora%202021.pdf"
"203","NY","New York",36050,"3673000",2021,"syracuse","General Purpose",1892013701,206959666,65998271,0,823124549,0,0,0,15611192,673978987,848633756,0,148608,40076,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NY/Syracuse/NY%20Syracuse%202021.pdf"
"204","AR","Arkansas",43357,"0541000",2021,"little rock","General Purpose",440022384,56208329,208738618,0,18904438,0,0,0,35616447,307979846,372014364,0,202562,53565,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/AR/Little%20Rock/AR%20Little%20Rock%202021.pdf"
"205","AZ","Arizona",31633,"0412000",2021,"chandler","General Purpose",1014689233,63516870,316219876,0,63003983,0,2437704676,0,15088278,543298997,568989293,0,276010,94613,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/AZ/Chandler/AZ%20Chandler%202021.pdf"
"206","NY","New York",36072,"3684000",2021,"yonkers","General Purpose",5070868554,271047115,120899468,0,3814099761,0,1363904409,0,53184393,1401217720,1276012068,0,211585,66395,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NY/Yonkers/NY%20Yonkers%202021.pdf"
"207","IL","Illinois",32795,"1714000",2021,"chicago","General Purpose",70203052000,5590602000,33696585000,0,2000017000,0,43688854000,0,0,11608977000,12909108000,0,2746352,66576,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IL/Chicago/IL%20Chicago%202021.pdf"
"208","CA","California",31819,"0602000",2021,"anaheim","General Purpose",3305927000,216887000,834846000,0,160100000,0,5157247000,0,0,1208670000,1174924000,-678938000,346825,81747,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Anaheim/CA%20Anaheim%202021.pdf"
"209","AZ","Arizona",44287,"0427820",2021,"glendale","General Purpose",1440811000,111250000,429332000,0,613000,1916000,2327563000,0,35840000,488049000,601059000,0,248374,62910,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/AZ/Glendale/AZ%20Glendale%202021.pdf"
"210","AZ","Arizona",31634,"0446000",2021,"mesa","General Purpose",4282895000,345738000,1014811000,0,953762000,0,4900409000,0,34949000,1171253000,1223499000,-523180000,504300,69266,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/AZ/Mesa/AZ%20Mesa%202021.pdf"
"211","CA","California",43912,"0603526",2021,"bakersfield","General Purpose",813093048,76830458,461426874,0,36512308,0,2943908516,0,21139007,554930812,712186757,54002117,404440,66666,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Bakersfield/CA%20Bakersfield%202021.pdf"
"212","CA","California",31888,"0648354",2021,"modesto","General Purpose",924422665,135118423,364250642,0,30427400,0,2044122165,0,12275660,390341858,511326020,-38851766,218467,70469,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Modesto/CA%20Modesto%202021.pdf"
"213","CA","California",31838,"0649270",2021,"moreno valley","General Purpose",264594470,65890232,77591423,0,9047518,0,1344619672,0,7046757,216273007,261653899,80493419,208640,79840,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Moreno%20Valley/CA%20Moreno%20Valley%202021.pdf"
"214","AZ","Arizona",31635,"0454050",2021,"peoria","General Purpose",574487061,46880088,211833514,0,400699,411733,0,0,17798190,335940877,428170040,0,190966,92566,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/AZ/Peoria/AZ%20Peoria%202021.pdf"
"215","AZ","Arizona",31636,"0455000",2021,"phoenix","General Purpose",14097669000,1042790000,4652055000,0,136443000,73892000,20352605000,0,176765000,4141988000,4961320000,-1819367000,1608190,68435,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/AZ/Phoenix/AZ%20Phoenix%202021.pdf"
"216","AZ","Arizona",31637,"0465000",2021,"scottsdale","General Purpose",1719985000,106185000,421583000,0,1923000,0,7444813000,0,33927000,644992000,1088738000,354887000,241339,99097,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/AZ/Scottsdale/AZ%20Scottsdale%202021.pdf"
"217","AZ","Arizona",31639,"0471510",2021,"surprise","General Purpose",293593805,25432655,121011203,0,309247,421648,0,0,9476864,234610149,416719837,143411667,143158,78411,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/AZ/Surprise/AZ%20Surprise%202021.pdf"
"218","AZ","Arizona",31638,"0473000",2021,"tempe","General Purpose",1425994727,146886861,493723063,0,96033887,703550,0,0,36783727,489084269,544820760,235671779,180576,68662,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/AZ/Tempe/AZ%20Tempe%202021.pdf"
"219","AZ","Arizona",31644,"0477000",2021,"tucson","General Purpose",3382060447,268899451,1291047640,0,212813304,0,5683894388,0,52396915,1142236719,1446490646,-1007089328,542656,50306,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/AZ/Tucson/AZ%20Tucson%202021.pdf"
"220","CA","California",31856,"0613392",2021,"chula vista","General Purpose",1006423881,68079182,351965194,0,26787344,0,2187021255,0,10969829,335053850,410553502,0,275500,91949,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Chula%20Vista/CA%20Chula%20Vista%202021.pdf"
"221","CA","California",31740,"0653000",2021,"oakland","General Purpose",4186217000,470545000,1801374000,0,842836000,0,3924277000,0,58115000,1323257000,1482442000,-2014380000,440660,82236,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Oakland/CA%20Oakland%202021.pdf"
"222","CA","California",31860,"0653322",2021,"oceanside","General Purpose",491081828,67351502,247829373,0,10588753,0,0,0,17258281,364986157,415174623,157166025,174048,78125,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Oceanside/CA%20Oceanside%202021.pdf"
"223","CA","California",31845,"0653896",2021,"ontario","General Purpose",642950283,133646749,14599738,0,27185786,0,0,0,17931251,489207931,545848084,323044388,175266,73872,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Ontario/CA%20Ontario%202021.pdf"
"224","CA","California",42627,"0653980",2021,"orange","General Purpose",706583779,26564244,286024459,0,43720327,0,0,0,10214670,218263951,212764394,-185342905,139902,103045,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Orange/CA%20Orange%202021.pdf"
"225","CA","California",31895,"0654652",2021,"oxnard","General Purpose",880417708,53804759,303952330,0,55141841,0,0,0,20321981,418692516,450127400,0,202067,88268,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Oxnard/CA%20Oxnard%202021.pdf"
"226","CA","California",31810,"0655156",2021,"palmdale","General Purpose",172500224,41008826,51524094,0,93023,0,0,0,3838737,145266704,159589896,39155744,169415,73417,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Palmdale/CA%20Palmdale%202021.pdf"
"227","CA","California",31790,"0656000",2021,"pasadena","General Purpose",1276628684,106861389,513409152,7881000,93563757,0,0,0,12976087,695746747,688120270,-149678199,138719,86677,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Pasadena/CA%20Pasadena%202021.pdf"
"228","CO","Colorado",31994,"0804000",2021,"aurora","General Purpose",1283387916,157150704,106801109,16282358,21037880,0,7496725991,0,43127748,739290244,1130543781,0,386324,71647,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CO/Aurora/CO%20Aurora%202021.pdf"
"229","CO","Colorado",31999,"0816000",2021,"colorado springs","General Purpose",3971629197,358382576,313149000,18791321,66775000,0,7963255000,0,41658000,1658232652,1929923126,0,479016,74579,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CO/Colorado%20Springs/CO%20Colorado%20Springs%202021.pdf"
"230","CA","California",31791,"0658072",2021,"pomona","General Purpose",832558711,51240451,218030642,0,108528732,0,0,0,10073777,251360699,246531585,-260271540,151445,70494,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Pomona/CA%20Pomona%202021.pdf"
"231","CA","California",31853,"0659451",2021,"rancho cucamonga","General Purpose",169768040,39758878,101195710,3876755,0,5723743,0,0,8617777,195037957,237332106,120914617,174624,83850,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Rancho%20Cucamonga/CA%20Rancho%20Cucamonga%202021.pdf"
"232","CA","California",31831,"0616350",2021,"corona","General Purpose",525565044,45024837,261086344,0,92198046,0,0,0,10321273,281137244,330549155,-31595748,157154,92606,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Corona/CA%20Corona%202021.pdf"
"233","CA","California",31836,"0662000",2021,"riverside","General Purpose",2634527000,169564000,229566000,0,52276000,0,4540938000,0,42906000,966751000,987247000,-102876000,315014,76558,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Riverside/CA%20Riverside%202021.pdf"
"234","CA","California",43704,"0662938",2021,"roseville","General Purpose",941961105,90865242,384881654,0,99627843,0,0,0,25335772,533827172,877444891,150108525,147796,107714,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Roseville/CA%20Roseville%202021.pdf"
"235","CA","California",42691,"0664000",2021,"sacramento","General Purpose",3159764000,191357000,1069704000,0,244249000,0,5432589000,0,51795000,1270924000,1404535000,-595621000,524924,75311,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Sacramento/CA%20Sacramento%202021.pdf"
"236","CA","California",43471,"0664224",2021,"salinas","General Purpose",499115783,49617830,211553972,0,24761605,0,0,0,12983830,192346972,207668446,0,163542,80154,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Salinas/CA%20Salinas%202021.pdf"
"237","CA","California",31848,"0665000",2021,"san bernardino","General Purpose",764831424,81630898,473069693,0,4870958,0,1112173748,0,8342227,270287703,306944767,-241174366,222068,65311,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/San%20Bernardino/CA%20San%20Bernardino%202021.pdf"
"238","CA","California",44032,"0666000",2021,"san diego","General Purpose",8481413000,732235000,3513674000,0,469975000,0,16116199000,0,97719000,3756065000,3719767000,0,1386960,93042,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/San%20Diego/CA%20San%20Diego%202021.pdf"
"239","CA","California",31826,"0669000",2021,"santa ana","General Purpose",1135383347,184478605,702444738,0,55210904,0,1819859436,0,30948115,574661213,622765158,0,310555,80265,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Santa%20Ana/CA%20Santa%20Ana%202021.pdf"
"240","CA","California",49645,"0622020",2021,"elk grove","General Purpose",111801472,39064758,16197858,0,12161818,0,0,0,5482478,189300424,215448100,71713187,176141,109242,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Elk%20Grove/CA%20Elk%20Grove%202021.pdf"
"241","CO","Colorado",32002,"0843000",2021,"lakewood","General Purpose",62864564,33127915,402487,0,7880425,0,0,0,6958648,178794248,225848832,0,155975,77122,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CO/Lakewood/CO%20Lakewood%202021.pdf"
"242","CA","California",31800,"0669088",2021,"santa clarita","General Purpose",221580825,41923993,34737777,0,0,12575778,1628380835,0,4454922,197556736,308533852,0,228679,109336,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Santa%20Clarita/CA%20Santa%20Clarita%202021.pdf"
"243","CO","Colorado",31991,"0877290",2021,"thornton","General Purpose",339000608,60410400,3594880,10690299,7689944,0,0,0,9053709,277386260,368372172,0,141862,93873,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CO/Thornton/CO%20Thornton%202021.pdf"
"244","CA","California",31858,"0622804",2021,"escondido","General Purpose",535293254,42345932,267103762,0,0,0,0,0,10584054,249810479,283763236,-108798601,151074,80749,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Escondido/CA%20Escondido%202021.pdf"
"245","CA","California",31865,"0675000",2021,"stockton","General Purpose",1230233905,124293781,549631640,0,66315626,0,2713407306,0,14710071,504855874,619796500,0,320810,69844,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Stockton/CA%20Stockton%202021.pdf"
"246","CA","California",41678,"0677000",2021,"sunnyvale","General Purpose",890442467,83879842,397080088,0,61834594,0,0,0,21016218,387980581,422386215,49965773,155629,156059,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Sunnyvale/CA%20Sunnyvale%202021.pdf"
"247","CA","California",31844,"0624680",2021,"fontana","General Purpose",401786957,79923393,177214460,0,71376999,0,0,0,10665681,305156736,361818853,113467338,208387,93851,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Fontana/CA%20Fontana%202021.pdf"
"248","CA","California",31797,"0680000",2021,"torrance","General Purpose",1104009977,41261574,510899047,0,44612205,0,0,0,25997000,348603924,364924281,0,147071,100392,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Torrance/CA%20Torrance%202021.pdf"
"249","CA","California",96340,"0626000",2021,"fremont","General Purpose",687053116,31958426,409107867,0,81415258,0,1471705276,0,14210309,330097164,370266091,0,230493,155968,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Fremont/CA%20Fremont%202021.pdf"
"250","CA","California",31759,"0627000",2021,"fresno","General Purpose",1615388000,263178000,0,93198000,152604000,0,4001009000,0,83908000,943597000,930547000,384177000,542252,61250,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Fresno/CA%20Fresno%202021.pdf"
"251","CA","California",31822,"0628000",2021,"fullerton","General Purpose",398585717,51729844,265442469,0,30783098,0,0,0,3302486,190538249,203310101,0,143638,95431,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Fullerton/CA%20Fullerton%202021.pdf"
"252","CT","Connecticut",32095,"0908000",2021,"bridgeport","General Purpose",2518618319,172367237,402246492,8309043,874817193,0,0,0,27376731,795627638,821877260,0,148644,46445,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CT/Bridgeport/CT%20Bridgeport%202021.pdf"
"253","CA","California",31823,"0629000",2021,"garden grove","General Purpose",502827735,19846848,309383161,0,55245075,0,0,0,8860059,256734241,285980920,-30966619,171973,74109,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Garden%20Grove/CA%20Garden%20Grove%202021.pdf"
"254","CA","California",40789,"0630000",2021,"glendale","General Purpose",1152411000,84028000,640356000,0,18221000,0,0,0,33893000,718986000,717835000,0,196534,79633,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Glendale/CA%20Glendale%202021.pdf"
"255","OH","Ohio",36933,"3915000",2021,"cincinnati","General Purpose",3961053000,135140000,2305754000,0,74567000,63751000,4382173000,0,136395000,1497880000,1274444000,0,309561,42733,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/OH/Cincinnati/OH%20Cincinnati%202021.pdf"
"256","CA","California",146748,"0682590",2021,"victorville","General Purpose",517422345,39782895,68669886,0,39511429,0,0,0,723049,246751690,274730958,37354987,134802,65478,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Victorville/CA%20Victorville%202021.pdf"
"257","CA","California",46963,"0682954",2021,"visalia","General Purpose",297291275,32771690,140295967,0,0,0,0,0,6891191,173523614,244348807,152423730,141574,64165,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Visalia/CA%20Visalia%202021.pdf"
"258","FL","Florida",32274,"1245975",2021,"miramar","General Purpose",519293303,25377125,172006859,0,47936211,0,0,0,16848753,225958228,266850545,0,134706,79282,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Miramar/FL%20Miramar%202021.pdf"
"259","CA","California",44808,"0633000",2021,"hayward","General Purpose",745627510,77338817,467068912,0,67459190,0,0,0,11722431,307998918,362848351,0,162948,96386,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Hayward/CA%20Hayward%202021.pdf"
"260","CA","California",31824,"0636000",2021,"huntington beach","General Purpose",962271000,46350000,438377000,0,3220000,0,0,0,13405000,346399000,349966000,0,198723,107808,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Huntington%20Beach/CA%20Huntington%20Beach%202021.pdf"
"261","FL","Florida",148141,"1253000",2021,"orlando","General Purpose",2074858241,379774984,290159850,0,353133200,0,4134674373,0,49403177,913483486,1011946309,-11641552,307683,54167,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Orlando/FL%20Orlando%202021.pdf"
"262","IA","Iowa",33329,"1912000",2021,"cedar rapids","General Purpose",794711877,125298365,127728236,0,17397406,0,0,0,10325698,411952795,440093774,0,137723,60977,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IA/Cedar%20Rapids/IA%20Cedar%20Rapids%202021.pdf"
"263","FL","Florida",43987,"1255775",2021,"pembroke pines","General Purpose",654826987,57190273,233888456,0,55489773,0,0,0,16307351,319885001,361640052,0,171182,76439,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Pembroke%20Pines/FL%20Pembroke%20Pines%202021.pdf"
"264","FL","Florida",1265863,"1258715",2021,"port st lucie","General Purpose",904547433,71895580,305677,303890,14698166,0,0,0,16072198,310467163,454129184,0,204856,71381,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Port%20St.%20Lucie/FL%20Port%20St.%20Lucie%202021.pdf"
"265","IL","Illinois",96721,"1738570",2021,"joliet","General Purpose",1265357907,47696511,275775587,3880181,725807583,0,0,0,15545907,293865170,333420584,0,150374,76495,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IL/Joliet/IL%20Joliet%202021.pdf"
"266","CA","California",31829,"0636770",2021,"irvine","General Purpose",287944000,85360000,153978000,0,9488000,0,3260457000,0,18116000,375324000,345879000,0,307665,105774,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Irvine/CA%20Irvine%202021.pdf"
"267","IA","Iowa",71073,"1921000",2021,"des moines","General Purpose",1054729050,91374421,213409053,0,22792325,0,2329944704,0,0,466484080,538210286,0,214125,60693,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IA/Des%20Moines/IA%20Des%20Moines%202021.pdf"
"268","FL","Florida",32314,"1263000",2021,"st petersburg","General Purpose",1459810343,88765560,115587405,16268755,256867376,0,2676871423,0,28634000,619869432,690300053,0,258356,64141,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/St.%20Petersburg/FL%20St.%20Petersburg%202021.pdf"
"269","FL","Florida",32302,"1270600",2021,"tallahassee","General Purpose",1551154000,119131000,290694000,0,78109000,0,0,0,26608000,779930000,718933000,0,196171,51224,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Tallahassee/FL%20Tallahassee%202021.pdf"
"270","FL","Florida",32297,"1271000",2021,"tampa","General Purpose",1566384797,150492379,209150745,0,75519951,0,4068917308,0,74949299,831831124,1082816382,0,384661,63404,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Tampa/FL%20Tampa%202021.pdf"
"271","CA","California",31808,"0640130",2021,"lancaster","General Purpose",223080597,30026448,67415115,0,15971711,0,0,0,0,196624374,217420883,0,173511,64242,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Lancaster/CA%20Lancaster%202021.pdf"
"272","GA","Georgia",42897,"1304000",2021,"atlanta","General Purpose",10740141000,524334000,1251025000,0,888700000,0,18697030000,0,36840000,2193181000,2469218000,0,498722,74107,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/GA/Atlanta/GA%20Atlanta%202021.pdf"
"273","IL","Illinois",57797,"1751622",2021,"naperville","General Purpose",280298330,47840229,85086988,36495951,20428707,0,0,0,9408290,368703669,433508592,50393607,149559,129664,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IL/Naperville/IL%20Naperville%202021.pdf"
"274","CA","California",31784,"0643000",2021,"long beach","General Purpose",4381212000,474323000,527875000,0,8785000,0,11142130000,0,225119000,1703438000,2135378000,0,466775,73905,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Long%20Beach/CA%20Long%20Beach%202021.pdf"
"275","CA","California",149487,"0644000",2021,"los angeles","General Purpose",56315847000,3947445000,11279212000,0,2484602000,0,77307776000,0,1059539000,17338053000,18363558000,-2832770000,3898767,70372,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/Los%20Angeles/CA%20Los%20Angeles%202021.pdf"
