state.abb,state.name,id_22,year_22,name,category_22,total_liabilities_22,current_liabilities_22,total_assets_22,current_assets_22,compensated_absences_22,expenses_22,revenues_22,unrestricted_22,ncesID,name_nces_22,enrollment_20_22,fte_20_22,revenue_nces_20_22,expenditure_nces_20_22,enrollment_21_22,fte_21_22,revenue_nces_21_22,expenditure_nces_21_22,county_22,city_22,zip_22,zip4_22,locale_22,latitude_22,longitude_22,congresstional_code_22,metro_code_22,enrollment_22_22,fte_22_22,url_22,modified_revenues_22,net_pension_liability_22,net_opeb_liability_22,assets_liab_ratio_22,name_state,state.abb_20,state.name_20,id_20,year_20,name_20,category_20,total_liabilities_20,current_liabilities_20,total_assets_20,current_assets_20,compensated_absences_20,expenses_20,revenues_20,unrestricted_20,name_nces_20,enrollment_20_20,fte_20_20,revenue_nces_20_20,expenditure_nces_20_20,enrollment_21_20,fte_21_20,revenue_nces_21_20,expenditure_nces_21_20,county_20,city_20,zip_20,zip4_20,locale_20,latitude_20,longitude_20,congresstional_code_20,metro_code_20,enrollment_22_20,fte_22_20,url_20,modified_revenues_20,net_pension_liability_20,net_opeb_liability_20,assets_liab_ratio_20,name_state_20,total_liabilities_growth,expenses_growth,net_opeb_liability_growth,net_pension_liability_growth,revenues_growth,total_assets_growth,assets_liab_ratio_growth
GA,Georgia,70979,2022,Fulton County Board Of Education,School District,1272945793,148831339,3026295946,840629404,39275127,1275648325,1611502864,0,1302280,fulton county,93897,6364.3,1444142000,1360735000,90300,6261.2,1425565000,1326695000,Fulton County,Atlanta,30315,NA,21-Suburb: Large,33.68066,-84.414261,1305,1-Metropolitan Area,90355,6167.3,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Fulton%20County%20Board%20of%20Education/GA%20Fulton%20County%20Board%20of%20Education%202022.pdf,187023200,481981956,578951041,0.42062832443155906,"Atlanta, GA",GA,Georgia,70979,2020,Fulton County Board Of Education,School District,1976650177,147758512,2736788000,0,40915749,1317115866,1409931971,0,fulton county,93897,6364.3,1444142000,1360735000,90300,6261.2,1425565000,1326695000,Fulton County,Atlanta,30315,NA,21-Suburb: Large,33.68066,-84.414261,1305,1-Metropolitan Area,90355,6167.3,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Fulton%20County%20Board%20of%20Education/GA%20Fulton%20County%20Board%20of%20Education%202020.pdf,-54942407,1091755582,660783856,0.7222518430364354,"Atlanta, GA",-35.60085604363366,-3.1483593866296955,-0.12384203133437328,-55.852576900312116,0.14296497784714748,0.10578384076515975,-0.4176154363785547
GA,Georgia,48791,2022,Clayton County Board Of Education,School District,600235955,83484007,1246097716,298012779,6354860,609351910,743739544,NA,1301230,clayton county,54424,3151.5,659093000,646512000,52149,3292.6,711007000,661256000,Clayton County,Jonesboro,30236,NA,21-Suburb: Large,33.53653,-84.357071,1313,1-Metropolitan Area,52335,3259.1,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Clayton%20County%20Board%20of%20Education/GA%20Clayton%20County%20Board%20of%20Education%202022.pdf,50903627,NA,NA,0.4816925248260386,"Jonesboro, GA",GA,Georgia,48791,2020,Clayton County Board Of Education,School District,916357252,91483354,1081660841,0,6010038,619302155,655624753,0,clayton county,54424,3151.5,659093000,646512000,52149,3292.6,711007000,661256000,Clayton County,Jonesboro,30236,NA,21-Suburb: Large,33.53653,-84.357071,1313,1-Metropolitan Area,52335,3259.1,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Clayton%20County%20Board%20of%20Education/GA%20Clayton%20County%20Board%20of%20Education%202020.pdf,-55160756,467584423,347674422,0.8471761362395479,"Jonesboro, GA",-34.49760410691877,-1.6066866423224377,NA,NA,0.13439820659120233,0.1520225830196251,-0.43141395959973666
GA,Georgia,70961,2022,School District Atlanta Public Schools,School District,1053233508,141130529,2050339008,594352572,7024806,1073033604,1339925605,-814772586,1300120,atlanta public schools,52416,4025.5,1230648000,1032605000,51012,4099.2,1127638000,1041310000,Fulton County,Atlanta,30335,NA,11-City: Large,33.748278,-84.392176,1305,1-Metropolitan Area,49994,4076.9,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/School%20District%20Atlanta%20Public%20Schools/GA%20School%20District%20Atlanta%20Public%20Schools%202022.pdf,125761472,513809696,311254040,0.5136874945511449,"Atlanta, GA",GA,Georgia,70961,2020,School District Atlanta Public Schools,School District,1457874182,94544551,1762576220,0,5756392,957538019,1064997400,0,atlanta public schools,52416,4025.5,1230648000,1032605000,51012,4099.2,1127638000,1041310000,Fulton County,Atlanta,30335,NA,11-City: Large,33.748278,-84.392176,1305,1-Metropolitan Area,49994,4076.9,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/School%20District%20Atlanta%20Public%20Schools/GA%20School%20District%20Atlanta%20Public%20Schools%202020.pdf,12914830,926762156,348020497,0.827126887029033,"Atlanta, GA",-27.755527808640483,12.061723159631534,-0.1056445161044638,-44.558623518071236,0.2581491795191237,0.1632626065952484,-0.3789495872921443
GA,Georgia,32567,2022,Forsyth County Board Of Education,School District,1096947127,55299970,1484534906,360377890,0,582971133,727522197,0,1302220,forsyth county,50544,3078.1,613976000,694258000,51152,3157.3,648257000,694228000,Forsyth County,Cumming,30040,NA,21-Suburb: Large,34.23248,-84.120841,1307,1-Metropolitan Area,52757,3206.5,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Forsyth%20County%20Board%20of%20Education/GA%20Forsyth%20County%20Board%20of%20Education%202022.pdf,89251094,189187977,282977024,0.7389163586295626,"Cumming, GA",GA,Georgia,32567,2020,Forsyth County Board Of Education,School District,1482624205,67196028,1426665055,0,0,608582855,619104806,0,forsyth county,50544,3078.1,613976000,694258000,51152,3157.3,648257000,694228000,Forsyth County,Cumming,30040,NA,21-Suburb: Large,34.23248,-84.120841,1307,1-Metropolitan Area,52757,3206.5,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Forsyth%20County%20Board%20of%20Education/GA%20Forsyth%20County%20Board%20of%20Education%202020.pdf,-56674077,445614082,305628089,1.0392237475810326,"Cumming, GA",-26.013137833534834,-4.2084199036464804,-0.07411316503700024,-57.54443482780241,0.17511960810073246,0.04056302549584773,-0.28897279305874773
HI,Hawaii,71050,2022,Hawaii Department Of Education,School District,603431402,391409881,4041519747,1774379964,NA,3284321634,3284321634,NA,1500030,hawaii department of education,181088,12220.77,3396555000,3214490000,176441,12145.4,3241890000,3115265000,Honolulu County,Honolulu,96813,NA,21-Suburb: Large,21.309338,-157.855285,1501,1-Metropolitan Area,173178,12026.2,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/HI/Hawaii%20Department%20of%20Education/HI%20Hawaii%20Department%20of%20Education%202022.pdf,-391409881,0,0,0.14930804246296808,"Honolulu, HI",HI,Hawaii,71050,2020,Hawaii Department Of Education,School District,568157654,320641808,3455219474,0,78364859,3261774036,3449583662,901161612,hawaii department of education,181088,12220.77,3396555000,3214490000,176441,12145.4,3241890000,3115265000,Honolulu County,Honolulu,96813,NA,21-Suburb: Large,21.309338,-157.855285,1501,1-Metropolitan Area,173178,12026.2,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/HI/Hawaii%20Department%20of%20Education/HI%20Hawaii%20Department%20of%20Education%202020.pdf,-132832182,0,0,0.16443460633262222,"Honolulu, HI",6.208443686653212,0.6912679342941461,0,0,-0.047907818505895976,0.16968539261017143,-0.09199136487763265
IL,Illinois,198265,2022,Chicago Board Of Education,School District,29464982000,1271682000,10484207000,3288307000,349324000,9159928000,8394133000,0,1709930,city of chicago sd 299,347484,21943.44,6933320000,7130321000,341382,NA,7446508000,7481077000,Cook County,Chicago,60602,4413,11-City: Large,41.882233,-87.628809,1707,1-Metropolitan Area,329836,22797.43,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/IL/Chicago%20Board%20of%20Education/IL%20Chicago%20Board%20of%20Education%202022.pdf,-2037477000,14727410000,3304981000,2.810415895069603,"Chicago, IL",IL,Illinois,198265,2020,Chicago Board Of Education,School District,27536280000,1138117000,9604959000,0,0,8034274000,6953478000,0,city of chicago sd 299,347484,21943.44,6933320000,7130321000,341382,NA,7446508000,7481077000,Cook County,Chicago,60602,4413,11-City: Large,41.882233,-87.628809,1707,1-Metropolitan Area,329836,22797.43,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/IL/Chicago%20Board%20of%20Education/IL%20Chicago%20Board%20of%20Education%202020.pdf,-2218913000,14127342000,2554892000,2.8668815764856466,"Chicago, IL",7.004221339992185,14.010649873280398,0.293589318061194,4.247564757758395,0.20718480737265582,0.0915410466614173,-0.01969585415706691
LA,Louisiana,76062,2022,Jefferson Parish Public School System,School District,1254771469,109659627,1019884523,666512546,18274237,772876334,897502814,0,2200840,jefferson parish,49862,2362.9,671932000,633269000,48160,2302.73,730466000,665419000,Jefferson Parish,Harvey,70058,3585,21-Suburb: Large,29.8864,-90.055,2202,1-Metropolitan Area,46896,2186.31,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/LA/Jefferson%20Parish%20Public%20School%20System/LA%20Jefferson%20Parish%20Public%20School%20System%202022.pdf,14966853,287711839,558494795,1.2303073933400595,"Harvey, LA",LA,Louisiana,76062,2020,Jefferson Parish Public School System,School District,1465097782,71202458,761926059,0,21790916,682745988,670081371,0,jefferson parish,49862,2362.9,671932000,633269000,48160,2302.73,730466000,665419000,Jefferson Parish,Harvey,70058,3585,21-Suburb: Large,29.8864,-90.055,2202,1-Metropolitan Area,46896,2186.31,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/LA/Jefferson%20Parish%20Public%20School%20System/LA%20Jefferson%20Parish%20Public%20School%20System%202020.pdf,-83867075,538799170,625990594,1.9228870894938113,"Harvey, LA",-14.355786732055813,13.201153515969105,-0.10782238526734157,-46.601283925511616,0.3393937704320988,0.33856102039423747,-0.36017699631862904
MD,Maryland,33968,2022,The Board Of Education Of Montgomery County,School District,3642516561,265436448,4063724842,228527407,185967842,3316534997,3377303917,0,2400480,montgomery county public schools,165267,11289.73,3473558000,3261751000,160564,11510.59,3587838000,3183090000,Montgomery County,Rockville,20850,NA,21-Suburb: Large,39.095191,-77.158219,2408,1-Metropolitan Area,158231,11605.84,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/MD/The%20Board%20of%20Education%20of%20Montgomery%20County/MD%20The%20Board%20of%20Education%20of%20Montgomery%20County%202022.pdf,-204667528,99777369,2827843426,0.8963492122678517,"Rockville, MD",MD,Maryland,33968,2020,The Board Of Education Of Montgomery County,School District,3663139490,261611378,3671879459,0,156444841,3093834900,3195067624,0,montgomery county public schools,165267,11289.73,3473558000,3261751000,160564,11510.59,3587838000,3183090000,Montgomery County,Rockville,20850,NA,21-Suburb: Large,39.095191,-77.158219,2408,1-Metropolitan Area,158231,11605.84,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/MD/The%20Board%20of%20Education%20of%20Montgomery%20County/MD%20The%20Board%20of%20Education%20of%20Montgomery%20County%202020.pdf,-160378654,554333453,2616173765,0.9976197560138915,"Rockville, MD",-0.5629850857795208,7.19818943796904,0.08090810474127662,-82.00047850981854,0.057036756164757785,0.10671520875761951,-0.10151216747218234
MD,Maryland,196828,2022,Prince George’s County Public Schools,School District,3163917915,295736401,2324270874,0,71481992,2731903656,2806872425,-2589274461,2400510,prince george's county public schools,135952,9309.51,2517293000,2393113000,131646,9368.2,2646083000,2577578000,Prince George's County,Upper Marlboro,20772,NA,21-Suburb: Large,38.815333,-76.759758,2405,1-Metropolitan Area,128770,9274,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/MD/Prince%20George’s%20County%20Public%20Schools/MD%20Prince%20George’s%20County%20Public%20Schools%202022.pdf,-220767632,155041238,2586693000,1.3612518017553576,"Upper Marlboro, MD",MD,Maryland,196828,2020,Prince George’s County Public Schools,School District,3459634368,261451174,1976533458,0,71341852,2465093450,2405571401,0,prince george's county public schools,135952,9309.51,2517293000,2393113000,131646,9368.2,2646083000,2577578000,Prince George's County,Upper Marlboro,20772,NA,21-Suburb: Large,38.815333,-76.759758,2405,1-Metropolitan Area,128770,9274,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/MD/Prince%20George’s%20County%20Public%20Schools/MD%20Prince%20George’s%20County%20Public%20Schools%202020.pdf,-320973223,186890787,2858119000,1.7503545684982784,"Upper Marlboro, MD",-8.547621556059186,10.823533120012144,-0.0949666546424414,-17.04179725028393,0.1668214977253132,0.17593297730050367,-0.22229939793098755
MD,Maryland,1268506,2022,Board Of Education Of Baltimore County,School District,2205773000,172099000,2519137000,433236000,39188000,2065036000,2024680000,-1424545000,2400120,baltimore county public schools,115038,7629.7,2001257000,1948149000,111084,7821.41,2000658000,1930683000,Baltimore County,Towson,21204,NA,21-Suburb: Large,39.404025,-76.63021,2403,1-Metropolitan Area,111136,7684.77,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/MD/Board%20of%20Education%20of%20Baltimore%20County/MD%20Board%20of%20Education%20of%20Baltimore%20County%202022.pdf,-212455000,98387,1746250,0.8756066065481949,"Towson, MD",MD,Maryland,1268506,2020,Board Of Education Of Baltimore County,School District,2428010000,98823000,2243115000,0,30252000,2125318000,1955757000,-1159904000,baltimore county public schools,115038,7629.7,2001257000,1948149000,111084,7821.41,2000658000,1930683000,Baltimore County,Towson,21204,NA,21-Suburb: Large,39.404025,-76.63021,2403,1-Metropolitan Area,111136,7684.77,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/MD/Board%20of%20Education%20Baltimore%20County/MD%20Board%20of%20Education%20Baltimore%20County%202020.pdf,-268384000,137969000,2045949000,1.0824277845763592,"Towson, MD",-9.15305126420402,-2.8363755447420105,-0.9991464841010211,-99.92868905333808,0.035241085676799316,0.12305298658338962,-0.19107157167913058
MD,Maryland,41282,2022,Board Of Education Of Anne Arundel County,School District,2579835716,226110835,2021456788,362816576,46744430,1541721301,1668980363,-2591026141,2400060,anne arundel county public schools,84984,5787,1457055000,1501275000,83044,5957.47,1469198000,1465525000,Anne Arundel County,Annapolis,21401,NA,21-Suburb: Large,38.97612,-76.559401,2404,1-Metropolitan Area,83163,6013.61,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/MD/Board%20of%20Education%20of%20Anne%20Arundel%20County/MD%20Board%20of%20Education%20of%20Anne%20Arundel%20County%202022.pdf,-98851773,59724128,2234317354,1.2762260026109447,"Annapolis, MD",MD,Maryland,41282,2020,Board Of Education Of Anne Arundel County,School District,2182951319,195973167,1779032051,0,44500305,1405044746,1481594562,0,anne arundel county public schools,84984,5787,1457055000,1501275000,83044,5957.47,1469198000,1465525000,Anne Arundel County,Annapolis,21401,NA,21-Suburb: Large,38.97612,-76.559401,2404,1-Metropolitan Area,83163,6013.61,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/MD/Board%20of%20Education%20of%20Anne%20Arundel%20County/MD%20Board%20of%20Education%20of%20Anne%20Arundel%20County%202020.pdf,-119423351,64243619,1859904000,1.2270444019111155,"Annapolis, MD",18.18109242957424,9.727558883025068,0.20130789223529816,-7.034925912252857,0.1264757618623063,0.1362677737389454,0.040081353717297465
MD,Maryland,44313,2022,Baltimore City Public School System,School District,496357000,369478000,2274861000,659719000,66611000,1642729000,1937428000,198503000,2400090,baltimore city public schools,79187,4932.9,1708612000,1647371000,77856,5063.13,1672842000,1609484000,Baltimore city,Baltimore,21202,NA,11-City: Large,39.312016,-76.613209,2407,1-Metropolitan Area,77807,5109.6,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/MD/Baltimore%20City%20Public%20School%20System/MD%20Baltimore%20City%20Public%20School%20System%202022.pdf,-74779000,0,120149000,0.21819223240452934,"Baltimore, MD",MD,Maryland,44313,2020,Baltimore City Public School System,School District,426185000,301124000,1749100000,0,54487000,1446826000,1711671000,0,baltimore city public schools,79187,4932.9,1708612000,1647371000,77856,5063.13,1672842000,1609484000,Baltimore city,Baltimore,21202,NA,11-City: Large,39.312016,-76.613209,2407,1-Metropolitan Area,77807,5109.6,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/MD/Baltimore%20City%20Public%20School%20System/MD%20Baltimore%20City%20Public%20School%20System%202020.pdf,-36279000,0,0,0.24365959636384427,"Baltimore, MD",16.465150110867345,13.540190734753176,Inf,0,0.1318927527544721,0.3005894460008004,-0.10452025834141919
MD,Maryland,41713,2022,Howard County Board Of Education,School District,1417142394,124432610,1589574927,96472601,13701300,1292774094,1308170225,0,2400420,howard county public schools,58868,4324.5,1085574000,1054436000,57293,4241,1158890000,1083360000,Howard County,Ellicott City,21042,NA,21-Suburb: Large,39.235639,-76.889606,2407,1-Metropolitan Area,57325,4258.4,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/MD/Howard%20County%20Board%20of%20Education/MD%20Howard%20County%20Board%20of%20Education%202022.pdf,-109036479,40867624,1224705936,0.8915228655968854,"Ellicott City, MD",MD,Maryland,41713,2020,Howard County Board Of Education,School District,1031229897,101872185,1382725812,0,12040282,1112467221,1082067035,0,howard county public schools,58868,4324.5,1085574000,1054436000,57293,4241,1158890000,1083360000,Howard County,Ellicott City,21042,NA,21-Suburb: Large,39.235639,-76.889606,2407,1-Metropolitan Area,57325,4258.4,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/MD/Howard%20County%20Board%20of%20Education/MD%20Howard%20County%20Board%20of%20Education%202020.pdf,-132272371,50666596,849712337,0.7457949277076199,"Ellicott City, MD",37.422547399243996,16.207836922864267,0.44131829405226114,-19.34010329014406,0.20895488235624884,0.1495951787439403,0.19539947574756963
MA,Massachusetts,1267424,2022,Boston Public Schools,School District,0,0,0,0,0,2123695000,2123695000,-2249008000,2502790,boston,50480,4406.39,1550952000,1763526000,48112,4595.49,1654669000,1919037000,Suffolk County,Roxbury,2119,NA,11-City: Large,42.330141,-71.083712,2507,1-Metropolitan Area,46169,4256.01,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/MA/Boston%20Public%20Schools/MA%20Boston%20Public%20Schools%202022.pdf,0,594129250,1270608900,NA,"Roxbury, MA",MA,Massachusetts,1267424,2020,Boston Public Schools,School District,0,0,0,0,0,1874077000,1874077000,0,boston,50480,4406.39,1550952000,1763526000,48112,4595.49,1654669000,1919037000,Suffolk County,Roxbury,2119,NA,11-City: Large,42.330141,-71.083712,2507,1-Metropolitan Area,46169,4256.01,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/MA/Boston%20Public%20Schools/MA%20Boston%20Public%20Schools%202020.pdf,0,975708000,1263944236,NA,"Roxbury, MA",0,13.319516754114158,0.005272909840620532,-39.10788371111029,0.13319516754114158,0,NA
MI,Michigan,161679,2022,Detroit Public Schools,School District,1813478537,61273045,46301197,46301197,0,76902950,184659192,0,2601103,detroit public schools community district,50644,3106.83,882259000,832841000,48782,3074.53,932712000,872308000,Wayne County,Detroit,48202,3085,11-City: Large,42.36924,-83.076781,2613,1-Metropolitan Area,48536,3143.83,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/MI/Detroit%20Public%20Schools/MI%20Detroit%20Public%20Schools%202022.pdf,46483197,0,0,39.16699036960103,"Detroit, MI",MI,Michigan,161679,2020,Detroit Public Schools,School District,2022392486,57658500,48286458,0,0,97774688,176048439,-356113844,detroit public schools community district,50644,3106.83,882259000,832841000,48782,3074.53,932712000,872308000,Wayne County,Detroit,48202,3085,11-City: Large,42.36924,-83.076781,2613,1-Metropolitan Area,48536,3143.83,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/MI/Detroit%20Public%20Schools/MI%20Detroit%20Public%20Schools%202020.pdf,20615251,0,0,41.88322295248908,"Detroit, MI",-10.330039814042308,-21.34677023975776,0,0,0.048911271516585274,-0.0411142395244646,-0.06485252068517387
NE,Nebraska,35480,2022,Douglas County School District No. 0001,School District,1854851000,163255000,1539810000,596414000,26473000,961290000,885291000,-540775000,3174820,omaha public schools,53483,3498.07,783830000,816217000,51914,3259.94,765346000,990674000,Douglas County,Omaha,68131,2024,11-City: Large,41.267518,-95.960099,3102,1-Metropolitan Area,51626,3445.22,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NE/Douglas%20County%20School%20District%20No.%200001/NE%20Douglas%20County%20School%20District%20No.%200001%202022.pdf,-239254000,709651000,26659000,1.2045973204486269,"Omaha, NE",NE,Nebraska,35480,2020,Douglas County School District No. 0001,School District,1787588000,128489000,1395333000,0,0,937158000,852021000,0,omaha public schools,53483,3498.07,783830000,816217000,51914,3259.94,765346000,990674000,Douglas County,Omaha,68131,2024,11-City: Large,41.267518,-95.960099,3102,1-Metropolitan Area,51626,3445.22,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NE/Douglas%20County%20School%20District%20No.%200001/NE%20Douglas%20County%20School%20District%20No.%200001%202020.pdf,-213626000,848152000,24055000,1.2811192740370936,"Omaha, NE",3.762779790421507,2.575019367065105,0.10825192267719809,-16.329738065818393,0.039048333315728136,0.10354302521333617,-0.05973054589002388
NV,Nevada,35528,2022,Clark County School District,School District,6616725990,581596630,7961926100,2708997383,72397969,3731048703,4480642764,0,3200060,clark county school district,328991,16490,3780288000,3772124000,315646,14395,3813021000,3820370000,Clark County,Las Vegas,89146,NA,11-City: Large,36.145349,-115.211177,3201,1-Metropolitan Area,315787,NA,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NV/Clark%20County%20School%20District/NV%20Clark%20County%20School%20District%202022.pdf,167997431,2167406738,375206564,0.8310458935307123,"Las Vegas, NV",NV,Nevada,35528,2020,Clark County School District,School District,7278369954,464414104,7030148493,0,69731754,3532293031,3748080450,0,clark county school district,328991,16490,3780288000,3772124000,315646,14395,3813021000,3820370000,Clark County,Las Vegas,89146,NA,11-City: Large,36.145349,-115.211177,3201,1-Metropolitan Area,315787,NA,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NV/Clark%20County%20School%20District/NV%20Clark%20County%20School%20District%202020.pdf,-248626685,3186524832,281606000,1.0353081391164294,"Las Vegas, NV",-9.090551430906284,5.6268172050191385,0.3323812844896771,-31.982116811572364,0.19544999734464077,0.13254024547671814,-0.19729608786814143
NV,Nevada,35535,2022,Washoe County School District,School District,1956695511,111046032,1931063750,644495587,35618224,719872778,845829655,0,3200480,washoe county school district,67301,3875,794783000,914736000,64584,3994,811167000,913412000,Washoe County,Reno,89520,NA,11-City: Large,39.53761,-119.810017,3202,1-Metropolitan Area,65538,NA,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NV/Washoe%20County%20School%20District/NV%20Washoe%20County%20School%20District%202022.pdf,14910845,480019715,84116082,1.01327338934305,"Reno, NV",NV,Nevada,35535,2020,Washoe County School District,School District,2191603737,94937135,1704169634,0,35685729,781154443,770757665,-795684013,washoe county school district,67301,3875,794783000,914736000,64584,3994,811167000,913412000,Washoe County,Reno,89520,NA,11-City: Large,39.53761,-119.810017,3202,1-Metropolitan Area,65538,NA,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NV/Washoe%20County%20School%20District/NV%20Washoe%20County%20School%20District%202020.pdf,-105333913,716187044,196695810,1.2860244034837673,"Reno, NV",-10.718553816738632,-7.845012666720503,-0.5723544797420952,-32.97564944500727,0.0974002509595542,0.1331405697374373,-0.21208852133898112
NM,New Mexico,35931,2022,Albuquerque Municipal School District No. 12,School District,2349381349,220777046,2108907064,539673655,4686383,1162855785,1207207943,-2333383043,3500060,albuquerque public schools,88312,6183.24,1228951000,1147156000,83031,6050.39,1169123000,1201928000,Bernalillo County,Albuquerque,87110,NA,11-City: Large,35.102965,-106.572756,3501,1-Metropolitan Area,81762,6029.47,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NM/Albuquerque%20Municipal%20School%20District%20No.%2012/NM%20Albuquerque%20Municipal%20School%20District%20No.%2012%202022.pdf,-176424888,1208673186,372367571,1.1140279195347225,"Albuquerque, NM",NM,New Mexico,35931,2020,Albuquerque Municipal School District No. 12,School District,2397848787,105373655,2037466457,0,4774958,572543455,1131467933,0,albuquerque public schools,88312,6183.24,1228951000,1147156000,83031,6050.39,1169123000,1201928000,Bernalillo County,Albuquerque,87110,NA,11-City: Large,35.102965,-106.572756,3501,1-Metropolitan Area,81762,6029.47,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NM/Albuquerque%20Municipal%20School%20District%20No.%2012/NM%20Albuquerque%20Municipal%20School%20District%20No.%2012%202020.pdf,453550823,1284568723,363064860,1.17687767509588,"Albuquerque, NM",-2.0212883423995494,103.10349805675449,0.025622724821124248,-5.908250422192476,0.06693959925066652,0.03506345184459643,-0.053403813234911786
NY,New York,NA,2022,New York City Geographic District # 31,School District,3986152916.90537,475714383.712191,4712757502.81555,2421079976.6845,NA,2369808090.39294,2369808090.39294,NA,3600103,NA,64190,4579.82,NA,NA,62857,4668.6,NA,NA,Richmond County,Staten Island,10301,4547,11-City: Large,40.609046,-74.104347,3611,1-Metropolitan Area,60749,4751.01,NA,-475714383.7121911,1001249839.97352,2079897310.09733,0.8458217751547616,"Staten Island, NY",NY,New York,NA,2020,New York City Geographic District # 31,School District,3985139332.29427,351661401.047841,4452442161.9030895,2568425864.98076,NA,2065475299.49803,2065475299.49803,NA,NA,64190,4579.82,NA,NA,62857,4668.6,NA,NA,Richmond County,Staten Island,10301,4547,11-City: Large,40.609046,-74.104347,3611,1-Metropolitan Area,60749,4751.01,NA,-351661401.04784083,0,2379217030.77666,0.8950457271276305,"Staten Island, NY",0.025434107231494706,14.734274041857182,-0.12580597600279508,Inf,0.14734274041857182,0.05846574339355254,-0.05499601917640317
NY,New York,NA,2022,New York City Geographic District # 2,School District,3733134667.26196,445518748.169314,4413618538.70327,2267403629.91179,NA,2219386190.50068,2219386190.50068,NA,3600077,NA,62229,4633.68,NA,NA,60446,4496.55,NA,NA,New York County,New York,10001,NA,11-City: Large,40.74741,-73.992971,3612,1-Metropolitan Area,56893,4707.28,NA,-445518748.1693139,937696211.388064,1947877292.85038,0.8458217751547605,"New York, NY",NY,New York,NA,2020,New York City Geographic District # 2,School District,3863393605.0684,340918169.898833,4316420365.99264,2489960634.86349,NA,2002375173.89723,2002375173.89723,NA,NA,62229,4633.68,NA,NA,60446,4496.55,NA,NA,New York County,New York,10001,NA,11-City: Large,40.74741,-73.992971,3612,1-Metropolitan Area,56893,4707.28,NA,-340918169.89883304,0,2306532117.27996,0.8950457271276316,"New York, NY",-3.3716196464049824,10.83768014268179,-0.155495265703273,Inf,0.10837680142681791,0.022518236054212,-0.05499601917640558
