"","state.abb","state.name","id","year","name","category","total_liabilities","current_liabilities","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","total_assets","current_assets","compensated_absences","expenses","revenues","unrestricted","ncesID","name_nces","enrollment_20","fte_20","revenue_nces_20","expenditure_nces_20","enrollment_21","fte_21","revenue_nces_21","expenditure_nces_21","county","city","zip","zip4","locale","latitude","longitude","congresstional_code","metro_code","enrollment_22","fte_22","url"
"95","FL","Florida","196483",2022,"st. johns county school district","School District",444158395,45647936,117730342,0,31422551,0,1271097783,465044489,"35241778",524315563,592419358,0,"1201740","st. johns",43628,2427.1,"485351000","466766000",44550,2445.77,"529241000","545492000","St. Johns County","ST AUGUSTINE",32084,"3633","41-Rural: Fringe",29.897871,-81.315877,1204,"1-Metropolitan Area",48032,2600.17,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/St.%20Johns%20County%20School%20District/FL%20St.%20Johns%20County%20School%20District%202022.pdf"
"96","FL","Florida","196483",2023,"st. johns county school district","School District",674137857,70624887,268149000,NA,27309106,NA,1442543151,585641042,"37042232",615612460,693500038,-134096243,"1201740","st. johns",43628,2427.1,"485351000","466766000",44550,2445.77,"529241000","545492000","St. Johns County","ST AUGUSTINE",32084,"3633","41-Rural: Fringe",29.897871,-81.315877,1204,"1-Metropolitan Area",48032,2600.17,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/St.%20Johns%20County%20School%20District/FL%20St.%20Johns%20County%20School%20District%202023.pdf"
"97","FL","Florida","68696",2020,"the school board of broward county","School District",4251168000,387059000,1419517000,0,216322000,0,4122013000,0,"188261000",3132393000,3041050000,-1301125000,"1200180","broward",269172,14111.43,"3003196000","3148988000",260235,13737.49,"2979069000","3179172000","Broward County","FORT LAUDERDALE",33301,"3125","21-Suburb: Large",26.114594,-80.139472,1222,"1-Metropolitan Area",256037,13341.46,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20Board%20of%20Broward%20County/FL%20The%20School%20Board%20of%20Broward%20County%202020.pdf"
"98","FL","Florida","68696",2021,"the school board of broward county","School District",4719813000,359975000,1708054000,0,197602000,0,4420987000,0,"192281000",3112376000,3058227000,0,"1200180","broward",269172,14111.43,"3003196000","3148988000",260235,13737.49,"2979069000","3179172000","Broward County","FORT LAUDERDALE",33301,"3125","21-Suburb: Large",26.114594,-80.139472,1222,"1-Metropolitan Area",256037,13341.46,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20Board%20of%20Broward%20County/FL%20The%20School%20Board%20of%20Broward%20County%202021.pdf"
"99","FL","Florida","68696",2022,"the school board of broward county","School District",4101087000,365083000,717399000,0,218703000,0,4924977000,1024536000,"185405000",3098004000,3345977000,0,"1200180","broward",269172,14111.43,"3003196000","3148988000",260235,13737.49,"2979069000","3179172000","Broward County","FORT LAUDERDALE",33301,"3125","21-Suburb: Large",26.114594,-80.139472,1222,"1-Metropolitan Area",256037,13341.46,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20Board%20of%20Broward%20County/FL%20The%20School%20Board%20of%20Broward%20County%202022.pdf"
"100","FL","Florida","68696",2023,"the school board of broward county","School District",4760085000,685903000,1543512000,NA,168139000,NA,4974378000,1160555000,"187074000",3327194000,3479834000,-1307389000,"1200180","broward",269172,14111.43,"3003196000","3148988000",260235,13737.49,"2979069000","3179172000","Broward County","FORT LAUDERDALE",33301,"3125","21-Suburb: Large",26.114594,-80.139472,1222,"1-Metropolitan Area",256037,13341.46,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20Board%20of%20Broward%20County/FL%20The%20School%20Board%20of%20Broward%20County%202023.pdf"
"101","FL","Florida","69706",2020,"the school board of miami-dade county","School District",6325737000,332872000,1948945000,0,201343000,0,5663054000,0,"328950000",4314370000,4120010000,0,"1200390","miami-dade",347307,18373,"4055452000","4111909000",334261,16758,"4324851000","4158104000","Miami-Dade County","MIAMI",33132,"1308","21-Suburb: Large",25.78893,-80.190942,1224,"1-Metropolitan Area",328589,17365,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20Board%20of%20Miami-Dade%20County/FL%20The%20School%20Board%20of%20Miami-Dade%20County%202020.pdf"
"102","FL","Florida","69706",2021,"the school board of miami-dade county","School District",6749546000,344323000,2434673000,0,269536000,0,5860029000,0,"354633000",4354450000,4434150000,0,"1200390","miami-dade",347307,18373,"4055452000","4111909000",334261,16758,"4324851000","4158104000","Miami-Dade County","MIAMI",33132,"1308","21-Suburb: Large",25.78893,-80.190942,1224,"1-Metropolitan Area",328589,17365,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20Board%20of%20Miami-Dade%20County/FL%20The%20School%20Board%20of%20Miami-Dade%20County%202021.pdf"
"103","FL","Florida","69706",2022,"the school board of miami-dade county","School District",5172321000,354684000,979938000,0,293561000,0,5796042000,1291256000,"344064000",4310277000,4525881000,0,"1200390","miami-dade",347307,18373,"4055452000","4111909000",334261,16758,"4324851000","4158104000","Miami-Dade County","MIAMI",33132,"1308","21-Suburb: Large",25.78893,-80.190942,1224,"1-Metropolitan Area",328589,17365,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20Board%20of%20Miami-Dade%20County/FL%20The%20School%20Board%20of%20Miami-Dade%20County%202022.pdf"
"104","FL","Florida","69706",2023,"the school board of miami-dade county","School District",6439598000,618680000,2123227000,NA,277213000,NA,6159227000,1367220000,"370041000",4856970000,5034998000,-2004724000,"1200390","miami-dade",347307,18373,"4055452000","4111909000",334261,16758,"4324851000","4158104000","Miami-Dade County","MIAMI",33132,"1308","21-Suburb: Large",25.78893,-80.190942,1224,"1-Metropolitan Area",328589,17365,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20Board%20of%20Miami-Dade%20County/FL%20The%20School%20Board%20of%20Miami-Dade%20County%202023.pdf"
"105","FL","Florida","32402",2020,"the school district of lee county","School District",1278007845,115331940,486925058,0,50552528,0,1962717291,0,"69471993",1102540344,1150757420,0,"1201080","lee",95613,5194.6,"1161742000","1103854000",94927,5156.15,"1185267000","1151329000","Lee County","FORT MYERS",33966,"1012","21-Suburb: Large",26.5997,-81.8536,1219,"1-Metropolitan Area",97264,5170.54,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20District%20of%20Lee%20County/FL%20The%20School%20District%20of%20Lee%20County%202020.pdf"
"106","FL","Florida","32402",2021,"the school district of lee county","School District",1306480223,132139647,567716145,0,51818919,0,2045697039,0,"69767278",1134216279,1211807028,0,"1201080","lee",95613,5194.6,"1161742000","1103854000",94927,5156.15,"1185267000","1151329000","Lee County","FORT MYERS",33966,"1012","21-Suburb: Large",26.5997,-81.8536,1219,"1-Metropolitan Area",97264,5170.54,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20District%20of%20Lee%20County/FL%20The%20School%20District%20of%20Lee%20County%202021.pdf"
"107","FL","Florida","32402",2022,"the school district of lee county","School District",946684313,149992022,246395024,0,52461989,0,2185547139,854497039,"70634864",1168900535,1171582833,-295050661,"1201080","lee",95613,5194.6,"1161742000","1103854000",94927,5156.15,"1185267000","1151329000","Lee County","FORT MYERS",33966,"1012","21-Suburb: Large",26.5997,-81.8536,1219,"1-Metropolitan Area",97264,5170.54,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20District%20of%20Lee%20County/FL%20The%20School%20District%20of%20Lee%20County%202022.pdf"
"108","FL","Florida","32402",2023,"the school district of lee county","School District",1325313177,229623339,533756065,NA,42285147,NA,2519156245,1179487298,"70712323",1322060513,1545418366,-269666646,"1201080","lee",95613,5194.6,"1161742000","1103854000",94927,5156.15,"1185267000","1151329000","Lee County","FORT MYERS",33966,"1012","21-Suburb: Large",26.5997,-81.8536,1219,"1-Metropolitan Area",97264,5170.54,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20District%20of%20Lee%20County/FL%20The%20School%20District%20of%20Lee%20County%202023.pdf"
"109","FL","Florida","93789",2020,"the school district of palm beach county","School District",3401701000,193035000,1151170000,0,199429000,0,4514995000,0,"212428000",2568945000,2551761000,0,"1201500","palm beach",194675,11882.84,"2591858000","2555723000",187057,11696.46,"2744547000","2522461000","Palm Beach County","WEST PALM BEACH",33406,"5869","21-Suburb: Large",26.64925,-80.093741,1221,"1-Metropolitan Area",187943,11554.7,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20District%20of%20Palm%20Beach%20County/FL%20The%20School%20District%20of%20Palm%20Beach%20County%202020.pdf"
"110","FL","Florida","93789",2021,"the school district of palm beach county","School District",3562652000,202696000,1496769000,0,66950000,0,4754496000,1619129000,"221677000",2518609000,2752329000,-752905000,"1201500","palm beach",194675,11882.84,"2591858000","2555723000",187057,11696.46,"2744547000","2522461000","Palm Beach County","WEST PALM BEACH",33406,"5869","21-Suburb: Large",26.64925,-80.093741,1221,"1-Metropolitan Area",187943,11554.7,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20District%20of%20Palm%20Beach%20County/FL%20The%20School%20District%20of%20Palm%20Beach%20County%202021.pdf"
"111","FL","Florida","93789",2022,"the school district of palm beach county","School District",2604310000,240842000,616040000,0,63218000,0,4952512000,1836573000,"217469000",2632326000,2972557000,0,"1201500","palm beach",194675,11882.84,"2591858000","2555723000",187057,11696.46,"2744547000","2522461000","Palm Beach County","WEST PALM BEACH",33406,"5869","21-Suburb: Large",26.64925,-80.093741,1221,"1-Metropolitan Area",187943,11554.7,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20District%20of%20Palm%20Beach%20County/FL%20The%20School%20District%20of%20Palm%20Beach%20County%202022.pdf"
"112","FL","Florida","93789",2023,"the school district of palm beach county","School District",3544990000,471553000,1325504000,NA,101939000,NA,5410961000,2211671000,"220207000",3096469000,3297781000,-625525000,"1201500","palm beach",194675,11882.84,"2591858000","2555723000",187057,11696.46,"2744547000","2522461000","Palm Beach County","WEST PALM BEACH",33406,"5869","21-Suburb: Large",26.64925,-80.093741,1221,"1-Metropolitan Area",187943,11554.7,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20District%20of%20Palm%20Beach%20County/FL%20The%20School%20District%20of%20Palm%20Beach%20County%202023.pdf"
"113","FL","Florida","70626",2020,"volusia county district school board","School District",791182331,31114348,338806631,0,18586161,0,1416147346,0,"62019497",669777965,663782752,0,"1201920","volusia",63009,3844.04,"671121000","668962000",61088,3664.93,"717538000","673085000","Volusia County","DELAND",32720,"4207","13-City: Small",29.030183,-81.308481,1206,"1-Metropolitan Area",62666,3782.92,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/Volusia%20County%20District%20School%20Board/FL%20Volusia%20County%20District%20School%20Board%202020.pdf"
"114","FL","Florida","70626",2021,"volusia county district school board","School District",909655530,31260947,400285028,0,34931301,0,1542468125,0,"57401882",679405473,720664896,0,"1201920","volusia",63009,3844.04,"671121000","668962000",61088,3664.93,"717538000","673085000","Volusia County","DELAND",32720,"4207","13-City: Small",29.030183,-81.308481,1206,"1-Metropolitan Area",62666,3782.92,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/Volusia%20County%20District%20School%20Board/FL%20Volusia%20County%20District%20School%20Board%202021.pdf"
"115","FL","Florida","70626",2022,"volusia county district school board","School District",677407707,83282349,166740065,0,52779620,0,1596030940,148848061,"58564008",692783836,784666880,0,"1201920","volusia",63009,3844.04,"671121000","668962000",61088,3664.93,"717538000","673085000","Volusia County","DELAND",32720,"4207","13-City: Small",29.030183,-81.308481,1206,"1-Metropolitan Area",62666,3782.92,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/Volusia%20County%20District%20School%20Board/FL%20Volusia%20County%20District%20School%20Board%202022.pdf"
"116","FL","Florida","70626",2023,"volusia county district school board","School District",826556655,88230342,366935253,NA,52523552,NA,1642576556,439000956,"57369660",794050727,878014032,-273285279,"1201920","volusia",63009,3844.04,"671121000","668962000",61088,3664.93,"717538000","673085000","Volusia County","DELAND",32720,"4207","13-City: Small",29.030183,-81.308481,1206,"1-Metropolitan Area",62666,3782.92,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/Volusia%20County%20District%20School%20Board/FL%20Volusia%20County%20District%20School%20Board%202023.pdf"
"117","GA","Georgia","48791",2020,"clayton county board of education","School District",916357252,91483354,467584423,0,347674422,0,1081660841,0,"6010038",619302155,655624753,0,"1301230","clayton county",54424,3151.5,"659093000","646512000",52149,3292.6,"711007000","661256000","Clayton County","Jonesboro",30236,NA,"21-Suburb: Large",33.53653,-84.357071,1313,"1-Metropolitan Area",52335,3259.1,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Clayton%20County%20Board%20of%20Education/GA%20Clayton%20County%20Board%20of%20Education%202020.pdf"
"118","GA","Georgia","48791",2021,"clayton county board of education","School District",1050040927,74122433,528087620,0,409845950,0,1199566845,0,"6522998",641157143,705863175,-624866753,"1301230","clayton county",54424,3151.5,"659093000","646512000",52149,3292.6,"711007000","661256000","Clayton County","Jonesboro",30236,NA,"21-Suburb: Large",33.53653,-84.357071,1313,"1-Metropolitan Area",52335,3259.1,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Clayton%20County%20Board%20of%20Education/GA%20Clayton%20County%20Board%20of%20Education%202021.pdf"
"119","GA","Georgia","48791",2022,"clayton county board of education","School District",600235955,83484007,199088854,NA,309711297,NA,1246097716,298012779,"6354860",609351910,743739544,NA,"1301230","clayton county",54424,3151.5,"659093000","646512000",52149,3292.6,"711007000","661256000","Clayton County","Jonesboro",30236,NA,"21-Suburb: Large",33.53653,-84.357071,1313,"1-Metropolitan Area",52335,3259.1,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Clayton%20County%20Board%20of%20Education/GA%20Clayton%20County%20Board%20of%20Education%202022.pdf"
"120","GA","Georgia","70971",2020,"cobb county school district","School District",2217236000,182092000,1158513000,0,755723000,0,2256622000,0,"13059000",1465479000,1517922000,-1530921000,"1301290","cobb county",112097,7361.8,"1504214000","1528033000",107379,7347.7,"1577457000","1456244000","Cobb County","Marietta",30061,NA,"21-Suburb: Large",33.938441,-84.538051,1311,"1-Metropolitan Area",106970,7331.5,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Cobb%20County%20School%20District/GA%20Cobb%20County%20School%20District%202020.pdf"
"121","GA","Georgia","70971",2021,"cobb county school district","School District",2554459000,171991000,1350882000,0,909504000,0,2407585000,0,"14842000",1531381000,1586245000,0,"1301290","cobb county",112097,7361.8,"1504214000","1528033000",107379,7347.7,"1577457000","1456244000","Cobb County","Marietta",30061,NA,"21-Suburb: Large",33.938441,-84.538051,1311,"1-Metropolitan Area",106970,7331.5,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Cobb%20County%20School%20District/GA%20Cobb%20County%20School%20District%202021.pdf"
"122","GA","Georgia","70971",2022,"cobb county school district","School District",1478270000,181733000,497854000,0,677878000,0,2569200000,843748000,"15205000",1398684000,1702635000,0,"1301290","cobb county",112097,7361.8,"1504214000","1528033000",107379,7347.7,"1577457000","1456244000","Cobb County","Marietta",30061,NA,"21-Suburb: Large",33.938441,-84.538051,1311,"1-Metropolitan Area",106970,7331.5,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Cobb%20County%20School%20District/GA%20Cobb%20County%20School%20District%202022.pdf"
"123","GA","Georgia","70971",2023,"cobb county school district","School District",2801728000,330392000,1850336000,NA,611297000,NA,2727992000,945606000,"16947000",1780751000,1852639000,-1341134000,"1301290","cobb county",112097,7361.8,"1504214000","1528033000",107379,7347.7,"1577457000","1456244000","Cobb County","Marietta",30061,NA,"21-Suburb: Large",33.938441,-84.538051,1311,"1-Metropolitan Area",106970,7331.5,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Cobb%20County%20School%20District/GA%20Cobb%20County%20School%20District%202023.pdf"
"124","GA","Georgia","105280",2020,"dekalb county board of education","School District",2301940046,165274097,1122765085,0,770250780,0,2265973000,0,"8089874",1431948985,1466773135,0,"1301740","dekalb county",98800,6892.6,"1480388000","1415756000",93470,7108.9,"1542598000","1363065000","DeKalb County","Decatur",30032,NA,"21-Suburb: Large",33.832661,-84.194543,1304,"1-Metropolitan Area",93473,6676.1,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Dekalb%20County%20Board%20of%20Education/GA%20Dekalb%20County%20Board%20of%20Education%202020.pdf"
"125","GA","Georgia","105280",2021,"dekalb county board of education","School District",2544087876,175632355,1281485515,0,914081630,0,2388977063,0,"9173249",1438897061,1495935328,0,"1301740","dekalb county",98800,6892.6,"1480388000","1415756000",93470,7108.9,"1542598000","1363065000","DeKalb County","Decatur",30032,NA,"21-Suburb: Large",33.832661,-84.194543,1304,"1-Metropolitan Area",93473,6676.1,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Dekalb%20County%20Board%20of%20Education/GA%20Dekalb%20County%20Board%20of%20Education%202021.pdf"
"126","GA","Georgia","105280",2022,"dekalb county board of education","School District",1410439661,172939134,458069789,0,674481213,0,2545765434,925785121,"8689481",1366999080,1754322007,-141557637387,"1301740","dekalb county",98800,6892.6,"1480388000","1415756000",93470,7108.9,"1542598000","1363065000","DeKalb County","Decatur",30032,NA,"21-Suburb: Large",33.832661,-84.194543,1304,"1-Metropolitan Area",93473,6676.1,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Dekalb%20County%20Board%20of%20Education/GA%20Dekalb%20County%20Board%20of%20Education%202022.pdf"
"127","GA","Georgia","32567",2020,"forsyth county board of education","School District",1482624205,67196028,445614082,0,305628089,0,1426665055,0,"0",608582855,619104806,0,"1302220","forsyth county",50544,3078.1,"613976000","694258000",51152,3157.3,"648257000","694228000","Forsyth County","Cumming",30040,NA,"21-Suburb: Large",34.23248,-84.120841,1307,"1-Metropolitan Area",52757,3206.5,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Forsyth%20County%20Board%20of%20Education/GA%20Forsyth%20County%20Board%20of%20Education%202020.pdf"
"128","GA","Georgia","32567",2021,"forsyth county board of education","School District",1580229755,63963227,514807347,0,378154509,0,1442452593,0,"0",649984177,648222869,0,"1302220","forsyth county",50544,3078.1,"613976000","694258000",51152,3157.3,"648257000","694228000","Forsyth County","Cumming",30040,NA,"21-Suburb: Large",34.23248,-84.120841,1307,"1-Metropolitan Area",52757,3206.5,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Forsyth%20County%20Board%20of%20Education/GA%20Forsyth%20County%20Board%20of%20Education%202021.pdf"
"129","GA","Georgia","32567",2022,"forsyth county board of education","School District",1096947127,55299970,189187977,0,282977024,0,1484534906,360377890,"0",582971133,727522197,0,"1302220","forsyth county",50544,3078.1,"613976000","694258000",51152,3157.3,"648257000","694228000","Forsyth County","Cumming",30040,NA,"21-Suburb: Large",34.23248,-84.120841,1307,"1-Metropolitan Area",52757,3206.5,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Forsyth%20County%20Board%20of%20Education/GA%20Forsyth%20County%20Board%20of%20Education%202022.pdf"
"130","GA","Georgia","32567",2023,"forsyth county board of education","School District",1520059062,103988147,697401653,NA,263415529,NA,1501040270,355796565,NA,729699256,778211306,-516895183,"1302220","forsyth county",50544,3078.1,"613976000","694258000",51152,3157.3,"648257000","694228000","Forsyth County","Cumming",30040,NA,"21-Suburb: Large",34.23248,-84.120841,1307,"1-Metropolitan Area",52757,3206.5,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Forsyth%20County%20Board%20of%20Education/GA%20Forsyth%20County%20Board%20of%20Education%202023.pdf"
"131","GA","Georgia","70979",2020,"fulton county board of education","School District",1976650177,147758512,1091755582,0,660783856,0,2736788000,0,"40915749",1317115866,1409931971,0,"1302280","fulton county",93897,6364.3,"1444142000","1360735000",90300,6261.2,"1425565000","1326695000","Fulton County","Atlanta",30315,NA,"21-Suburb: Large",33.68066,-84.414261,1305,"1-Metropolitan Area",90355,6167.3,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Fulton%20County%20Board%20of%20Education/GA%20Fulton%20County%20Board%20of%20Education%202020.pdf"
"132","GA","Georgia","70979",2021,"fulton county board of education","School District",2121528100,147240394,1125485679,0,779381586,0,2867859000,0,"39707444",1312886363,1393108013,0,"1302280","fulton county",93897,6364.3,"1444142000","1360735000",90300,6261.2,"1425565000","1326695000","Fulton County","Atlanta",30315,NA,"21-Suburb: Large",33.68066,-84.414261,1305,"1-Metropolitan Area",90355,6167.3,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Fulton%20County%20Board%20of%20Education/GA%20Fulton%20County%20Board%20of%20Education%202021.pdf"
"133","GA","Georgia","70979",2022,"fulton county board of education","School District",1272945793,148831339,481981956,0,578951041,0,3026295946,840629404,"39275127",1275648325,1611502864,0,"1302280","fulton county",93897,6364.3,"1444142000","1360735000",90300,6261.2,"1425565000","1326695000","Fulton County","Atlanta",30315,NA,"21-Suburb: Large",33.68066,-84.414261,1305,"1-Metropolitan Area",90355,6167.3,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Fulton%20County%20Board%20of%20Education/GA%20Fulton%20County%20Board%20of%20Education%202022.pdf"
"134","GA","Georgia","70979",2023,"fulton county board of education","School District",2280071879,204536417,1532102781,NA,517685271,NA,3247664158,1066169670,"45426511",1503231622,1674444348,-1143195563,"1302280","fulton county",93897,6364.3,"1444142000","1360735000",90300,6261.2,"1425565000","1326695000","Fulton County","Atlanta",30315,NA,"21-Suburb: Large",33.68066,-84.414261,1305,"1-Metropolitan Area",90355,6167.3,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Fulton%20County%20Board%20of%20Education/GA%20Fulton%20County%20Board%20of%20Education%202023.pdf"
"135","GA","Georgia","70981",2020,"gwinnett county board of education","School District",4534969007,240647238,1851016703,0,1187241718,0,3437438511,0,"15014625",2326752639,2365656996,0,"1302550","gwinnett county",180589,11429,"2354981000","2212800000",177401,11361.3,"2344890000","2230587000","Gwinnett County","Lawrenceville",30045,NA,"21-Suburb: Large",34.016948,-84.057792,1307,"1-Metropolitan Area",179581,11746.5,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Gwinnett%20County%20Board%20of%20Education/GA%20Gwinnett%20County%20Board%20of%20Education%202020.pdf"
"136","GA","Georgia","70981",2021,"gwinnett county board of education","School District",4969131931,252439784,2014869263,0,1420468758,0,3632867331,0,"14499352",2329791563,2347712215,0,"1302550","gwinnett county",180589,11429,"2354981000","2212800000",177401,11361.3,"2344890000","2230587000","Gwinnett County","Lawrenceville",30045,NA,"21-Suburb: Large",34.016948,-84.057792,1307,"1-Metropolitan Area",179581,11746.5,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Gwinnett%20County%20Board%20of%20Education/GA%20Gwinnett%20County%20Board%20of%20Education%202021.pdf"
"137","GA","Georgia","70981",2022,"gwinnett county board of education","School District",3303196914,248636103,581621322,0,1040000402,0,3985356443,1556000947,"14428277",2160225739,2664462836,0,"1302550","gwinnett county",180589,11429,"2354981000","2212800000",177401,11361.3,"2344890000","2230587000","Gwinnett County","Lawrenceville",30045,NA,"21-Suburb: Large",34.016948,-84.057792,1307,"1-Metropolitan Area",179581,11746.5,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Gwinnett%20County%20Board%20of%20Education/GA%20Gwinnett%20County%20Board%20of%20Education%202022.pdf"
"138","GA","Georgia","70981",2023,"gwinnett county board of education","School District",5803188757,405096409,3153927822,NA,957273448,NA,4081030761,1606266765,"15507782",2931489606,2865219217,-2092049124,"1302550","gwinnett county",180589,11429,"2354981000","2212800000",177401,11361.3,"2344890000","2230587000","Gwinnett County","Lawrenceville",30045,NA,"21-Suburb: Large",34.016948,-84.057792,1307,"1-Metropolitan Area",179581,11746.5,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Gwinnett%20County%20Board%20of%20Education/GA%20Gwinnett%20County%20Board%20of%20Education%202023.pdf"
"139","GA","Georgia","70961",2020,"school district atlanta public schools","School District",1457874182,94544551,926762156,0,348020497,0,1762576220,0,"5756392",957538019,1064997400,0,"1300120","atlanta public schools",52416,4025.5,"1230648000","1032605000",51012,4099.2,"1127638000","1041310000","Fulton County","Atlanta",30335,NA,"11-City: Large",33.748278,-84.392176,1305,"1-Metropolitan Area",49994,4076.9,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/School%20District%20Atlanta%20Public%20Schools/GA%20School%20District%20Atlanta%20Public%20Schools%202020.pdf"
"140","GA","Georgia","70961",2021,"school district atlanta public schools","School District",1577954716,106170431,954785144,0,411088967,0,1867953235,0,"6950441",1027374617,1107065727,-1001034337,"1300120","atlanta public schools",52416,4025.5,"1230648000","1032605000",51012,4099.2,"1127638000","1041310000","Fulton County","Atlanta",30335,NA,"11-City: Large",33.748278,-84.392176,1305,"1-Metropolitan Area",49994,4076.9,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/School%20District%20Atlanta%20Public%20Schools/GA%20School%20District%20Atlanta%20Public%20Schools%202021.pdf"
"141","GA","Georgia","70961",2022,"school district atlanta public schools","School District",1053233508,141130529,513809696,0,311254040,0,2050339008,594352572,"7024806",1073033604,1339925605,-814772586,"1300120","atlanta public schools",52416,4025.5,"1230648000","1032605000",51012,4099.2,"1127638000","1041310000","Fulton County","Atlanta",30335,NA,"11-City: Large",33.748278,-84.392176,1305,"1-Metropolitan Area",49994,4076.9,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/School%20District%20Atlanta%20Public%20Schools/GA%20School%20District%20Atlanta%20Public%20Schools%202022.pdf"
"142","GA","Georgia","70961",2023,"school district atlanta public schools","School District",1679055695,139303809,1163073700,NA,293325020,NA,2126820944,697646153,"8058242",1265041363,1357934610,-766426086,"1300120","atlanta public schools",52416,4025.5,"1230648000","1032605000",51012,4099.2,"1127638000","1041310000","Fulton County","Atlanta",30335,NA,"11-City: Large",33.748278,-84.392176,1305,"1-Metropolitan Area",49994,4076.9,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/School%20District%20Atlanta%20Public%20Schools/GA%20School%20District%20Atlanta%20Public%20Schools%202023.pdf"
"143","HI","Hawaii","71050",2020,"hawaii department of education","School District",568157654,320641808,0,0,0,0,3455219474,0,"78364859",3261774036,3449583662,901161612,"1500030","hawaii department of education",181088,12220.77,"3396555000","3214490000",176441,12145.4,"3241890000","3115265000","Honolulu County","Honolulu",96813,NA,"21-Suburb: Large",21.309338,-157.855285,1501,"1-Metropolitan Area",173178,12026.2,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/HI/Hawaii%20Department%20of%20Education/HI%20Hawaii%20Department%20of%20Education%202020.pdf"
