"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0500000US36083","Rensselaer County, New York","66431","1537","6.1","1.7","3.5","1.3","8.3","1.8","6.7","1.7","10.0","1.7","15.1","2.3","12.5","2.4","19.8","2.6","9.9","2.0","8.1","1.6","75676","6159","92044","4234","39.0","(X)","(X)","(X)","(X)","(X)","40162","2075","4.3","2.0","2.0","1.2","4.7","1.9","5.9","2.1","7.6","2.1","12.3","2.4","12.7","3.0","24.1","3.4","14.3","3.0","12.1","2.5","100528","8932","112483","6402","(X)","(X)","41.3","(X)","(X)","(X)","29060","1996","2.0","2.0","0.8","0.9","2.7","1.5","3.1","1.7","6.4","2.3","11.2","2.5","11.8","3.3","28.5","4.1","17.6","3.7","15.8","3.5","120692","6228","N","N","(X)","(X)","(X)","(X)","(X)","(X)","26269","1929","9.6","2.9","6.0","2.8","15.0","3.9","8.7","2.6","13.6","3.2","19.1","3.8","11.9","3.3","11.4","3.2","3.1","1.8","1.5","0.8","46681","5614","57381","5135","(X)","(X)","(X)","(X)","33.7","(X)",
"0500000US36085","Richmond County, New York","170762","2191","6.8","1.3","3.3","0.8","4.9","0.9","6.8","1.2","9.0","1.3","13.3","1.5","12.2","1.5","17.5","1.6","13.1","1.7","13.0","1.5","86054","5198","109811","4388","55.6","(X)","(X)","(X)","(X)","(X)","120386","3835","4.8","1.4","1.6","0.6","2.7","0.9","4.9","1.2","8.2","1.5","13.2","1.9","11.8","1.8","19.9","2.1","16.4","2.2","16.5","2.1","103824","5226","127276","5766","(X)","(X)","58.2","(X)","(X)","(X)","85988","4086","1.4","0.7","1.2","0.6","1.8","0.8","3.0","0.9","6.8","1.7","11.7","2.1","10.9","2.0","22.6","2.6","20.0","2.8","20.7","2.9","126283","8518","N","N","(X)","(X)","(X)","(X)","(X)","(X)","50376","3564","13.9","2.8","7.1","2.2","10.5","2.7","11.7","2.8","10.7","2.7","14.4","2.6","13.9","2.8","11.6","3.0","3.2","1.4","3.0","1.5","45394","4009","60858","5487","(X)","(X)","(X)","(X)","46.4","(X)",
"0500000US36087","Rockland County, New York","102609","1397","4.5","1.0","2.1","0.8","6.8","1.6","5.5","1.2","7.3","1.3","13.0","1.7","11.4","2.1","19.5","2.3","12.3","1.6","17.7","1.9","99087","4820","123810","6646","45.3","(X)","(X)","(X)","(X)","(X)","77512","2150","2.4","0.8","1.3","0.8","5.7","1.9","4.5","1.4","7.7","1.7","11.0","1.9","11.5","2.3","20.6","2.6","13.9","1.9","21.4","2.2","110998","7789","138284","8230","(X)","(X)","49.1","(X)","(X)","(X)","62131","2508","1.2","0.7","0.9","0.7","4.4","1.7","3.9","1.3","6.5","1.5","11.0","2.1","11.7","2.7","19.9","2.9","15.4","2.2","25.2","2.5","123423","6850","N","N","(X)","(X)","(X)","(X)","(X)","(X)","25097","1871","12.4","4.0","4.5","2.3","10.3","3.0","8.5","2.5","9.0","2.3","18.4","3.7","10.7","3.2","16.3","4.2","5.1","1.9","4.9","2.5","56229","5826","70897","6970","(X)","(X)","(X)","(X)","30.6","(X)",
"0500000US36089","St. Lawrence County, New York","42298","1493","5.8","2.0","5.3","1.9","11.7","2.6","9.6","1.9","12.1","2.5","22.4","3.1","11.9","2.0","14.8","2.4","4.4","1.5","2.0","0.9","55775","4742","69044","5029","36.3","(X)","(X)","(X)","(X)","(X)","26174","1877","2.9","1.3","2.7","2.1","7.5","2.6","9.7","2.7","9.4","2.5","25.6","4.3","14.1","2.7","18.9","3.3","6.4","2.2","2.8","1.4","66497","2743","83149","7861","(X)","(X)","35.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","77870","9291","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16124","1592","11.3","4.7","9.9","3.6","21.7","5.8","10.8","3.6","14.2","4.2","16.9","4.9","7.7","3.0","6.3","2.9","0.7","0.5","0.6","0.7","31477","6287","42850","4159","(X)","(X)","(X)","(X)","36.6","(X)",
"0500000US36091","Saratoga County, New York","100226","2027","4.9","1.3","2.7","0.9","5.3","1.3","5.4","1.3","8.4","1.7","14.0","1.8","16.2","2.1","20.1","2.0","12.0","1.7","11.0","1.4","86804","5102","111107","5135","31.9","(X)","(X)","(X)","(X)","(X)","64063","2923","2.9","1.5","0.8","0.5","2.5","1.0","2.8","1.2","6.2","1.7","11.6","2.1","17.7","2.5","25.0","2.6","14.9","2.4","15.7","2.1","110348","5826","133864","6692","(X)","(X)","34.2","(X)","(X)","(X)","49905","2826","1.0","0.9","0.8","0.7","1.6","0.9","1.2","0.7","5.2","1.6","9.2","2.0","14.7","2.6","28.4","3.2","18.4","2.8","19.6","2.5","128650","6498","N","N","(X)","(X)","(X)","(X)","(X)","(X)","36163","3091","8.7","2.8","6.0","2.4","10.6","3.3","11.8","3.0","11.3","3.3","18.6","4.0","14.8","3.5","9.3","2.2","6.6","2.7","2.4","1.3","51200","5432","67815","8228","(X)","(X)","(X)","(X)","27.4","(X)",
"0500000US36093","Schenectady County, New York","66910","1367","5.7","1.6","4.7","1.5","7.3","2.0","6.0","1.7","11.7","2.1","14.4","2.1","15.9","2.3","19.9","3.0","7.8","1.8","6.5","1.6","75284","6890","88139","4307","38.5","(X)","(X)","(X)","(X)","(X)","38840","2104","4.1","2.1","1.5","1.1","4.4","2.0","5.0","2.3","7.3","1.9","12.8","2.3","17.4","3.0","26.4","4.1","11.1","2.6","10.0","2.7","97747","6500","109318","6807","(X)","(X)","42.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","112839","8360","N","N","(X)","(X)","(X)","(X)","(X)","(X)","28070","2252","9.2","3.3","9.1","3.6","12.0","3.8","6.7","2.7","17.3","4.2","17.3","3.7","14.2","4.0","10.0","3.7","3.0","2.0","1.3","1.0","46412","4464","56151","4991","(X)","(X)","(X)","(X)","31.6","(X)",
"0500000US36101","Steuben County, New York","39500","1100","7.1","2.0","4.2","1.3","8.8","2.0","9.7","2.0","13.6","2.0","18.0","2.6","13.0","2.0","14.5","2.0","5.9","1.4","5.2","1.3","57378","3835","79707","5211","35.4","(X)","(X)","(X)","(X)","(X)","23940","1276","2.8","1.4","0.9","0.6","5.4","2.0","8.0","2.3","12.2","2.5","17.4","3.2","15.7","2.7","21.0","3.0","9.2","2.2","7.4","2.1","79040","3986","98572","6968","(X)","(X)","34.4","(X)","(X)","(X)","18804","1102","0.8","0.6","0.8","0.6","3.0","1.4","6.3","2.3","9.2","2.3","18.3","3.8","17.3","3.2","24.0","3.6","11.2","2.6","9.1","2.6","90766","7692","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15560","1193","14.4","4.3","9.5","3.2","15.9","3.7","12.2","3.6","16.9","3.4","17.6","4.2","7.5","2.5","3.8","1.5","0.7","0.6","1.5","1.3","33042","4302","47959","8655","(X)","(X)","(X)","(X)","35.5","(X)",
"0500000US36103","Suffolk County, New York","511951","4112","3.7","0.5","1.6","0.3","4.3","0.5","3.9","0.5","6.5","0.6","12.5","0.8","11.5","0.9","19.8","1.0","13.6","0.8","22.6","1.0","113683","3252","148953","3217","48.9","(X)","(X)","(X)","(X)","(X)","367687","7253","2.2","0.5","0.6","0.2","1.9","0.5","2.6","0.4","4.9","0.6","11.0","0.9","11.5","1.0","22.7","1.2","15.9","0.9","26.7","1.3","132580","2849","167794","4026","(X)","(X)","50.4","(X)","(X)","(X)","283930","7142","1.2","0.3","0.4","0.2","1.4","0.4","2.1","0.4","3.6","0.5","9.1","0.9","10.1","1.0","23.0","1.4","17.6","1.1","31.5","1.5","147976","3439","183487","4430","(X)","(X)","(X)","(X)","(X)","(X)","144264","6502","8.6","1.3","4.2","0.9","10.8","1.7","8.2","1.2","11.0","1.5","17.7","1.7","11.9","1.6","13.5","1.4","6.6","1.1","7.6","1.2","61228","2595","86090","3951","(X)","(X)","(X)","(X)","42.3","(X)",
"0500000US36105","Sullivan County, New York","32529","1943","9.2","4.1","2.7","1.7","10.3","4.0","12.0","4.3","11.6","3.9","15.6","3.7","10.2","3.0","12.1","3.4","8.9","2.7","7.5","2.4","54276","8810","86058","10150","41.7","(X)","(X)","(X)","(X)","(X)","18310","1864","6.0","4.2","0.7","0.7","5.9","4.5","10.2","5.4","10.9","4.2","15.3","5.1","11.5","3.6","15.2","4.9","13.1","4.5","11.2","4.0","75777","10045","110015","15001","(X)","(X)","41.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","84906","29889","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14219","1924","13.9","6.7","5.3","3.8","15.9","7.1","14.2","6.5","13.9","6.5","14.4","4.6","8.9","4.6","7.9","4.7","2.9","2.1","2.7","2.2","35264","6681","53643","10179","(X)","(X)","(X)","(X)","40.4","(X)",
"0500000US36109","Tompkins County, New York","44469","1433","11.1","3.9","1.8","1.0","4.2","1.8","10.5","3.2","10.5","2.9","16.5","4.0","15.8","2.9","12.4","2.2","6.1","1.8","11.0","2.5","66441","6424","91497","7155","30.7","(X)","(X)","(X)","(X)","(X)","21514","1588","4.6","2.5","2.1","1.5","1.7","1.2","5.0","2.3","7.8","3.3","13.0","3.9","15.8","3.6","21.5","4.1","10.7","3.4","17.7","4.2","99881","9189","124334","12212","(X)","(X)","27.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","117961","11509","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22955","1785","18.0","7.7","1.7","1.4","6.5","3.2","16.4","6.2","14.1","5.3","19.5","6.6","14.4","4.3","4.1","1.8","2.1","1.5","3.2","2.3","42489","7948","56236","8088","(X)","(X)","(X)","(X)","30.1","(X)",
"0500000US36111","Ulster County, New York","75053","2057","4.7","1.4","3.4","1.0","8.0","2.0","6.6","1.3","9.4","1.7","15.5","1.9","13.1","2.2","16.2","2.3","11.5","2.2","11.7","2.0","78938","3866","111011","8085","43.6","(X)","(X)","(X)","(X)","(X)","45081","2362","2.6","1.5","1.7","0.9","2.9","1.4","4.6","1.9","7.2","2.2","15.4","3.1","15.6","2.9","20.1","3.4","13.8","2.8","16.2","3.0","100244","7544","136900","10973","(X)","(X)","45.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","118935","8878","N","N","(X)","(X)","(X)","(X)","(X)","(X)","29972","2306","8.8","3.0","6.3","2.5","15.1","4.3","11.3","2.6","13.8","3.0","15.1","3.2","9.4","3.2","9.5","2.9","6.8","3.1","4.0","1.5","43323","7336","66281","7344","(X)","(X)","(X)","(X)","38.2","(X)",
"0500000US36113","Warren County, New York","29729","1198","3.6","1.8","2.3","1.2","8.1","2.9","9.9","2.7","10.9","3.0","16.0","2.9","17.0","3.5","15.7","3.1","8.2","2.1","8.3","2.3","73028","8233","95698","8957","32.6","(X)","(X)","(X)","(X)","(X)","18316","1270","1.6","1.1","0.9","0.9","3.8","2.5","8.0","3.5","10.2","3.6","15.2","3.2","18.3","4.3","20.5","4.5","10.2","2.6","11.3","3.1","89842","4705","116225","12746","(X)","(X)","33.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","99627","7147","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11413","1217","7.5","4.5","4.4","2.8","17.3","6.4","12.6","5.4","13.5","5.3","19.1","5.5","12.4","5.8","6.1","3.1","3.7","3.1","3.4","2.1","44409","11740","57778","8166","(X)","(X)","(X)","(X)","29.4","(X)",
"0500000US36117","Wayne County, New York","38634","989","5.3","1.8","3.6","1.5","6.2","2.7","9.5","2.4","11.9","2.1","20.9","3.4","14.7","3.2","18.4","2.9","5.7","1.9","3.8","1.5","64993","3952","79785","4836","34.2","(X)","(X)","(X)","(X)","(X)","25245","1618","2.7","1.8","0.8","0.8","4.3","3.1","5.7","2.3","10.6","2.7","20.9","4.2","18.3","4.1","25.1","4.0","7.5","2.5","4.1","2.0","82102","7264","94537","6935","(X)","(X)","34.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","92181","5960","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13389","1367","11.7","4.6","9.0","4.0","9.9","4.7","18.3","4.9","17.9","4.7","16.9","4.9","6.3","2.9","7.2","3.1","1.0","1.0","1.9","2.0","35886","4958","47007","6296","(X)","(X)","(X)","(X)","32.9","(X)",
"0500000US36119","Westchester County, New York","371736","3135","5.7","0.8","2.7","0.6","5.0","0.6","4.9","0.7","6.2","0.8","12.0","1.2","10.3","0.8","15.6","1.1","11.1","1.0","26.5","1.1","110705","4966","170509","4358","42.6","(X)","(X)","(X)","(X)","(X)","254245","5383","3.0","0.7","1.8","0.5","2.8","0.5","3.6","0.6","4.8","0.7","10.0","1.1","8.9","1.0","17.0","1.5","13.4","1.3","34.7","1.2","143191","5371","207844","5453","(X)","(X)","45.8","(X)","(X)","(X)","193476","5098","1.4","0.5","1.0","0.4","1.7","0.5","2.6","0.6","3.4","0.8","8.3","1.3","7.8","1.0","17.0","1.6","14.7","1.7","42.1","1.6","170958","5681","N","N","(X)","(X)","(X)","(X)","(X)","(X)","117491","5213","12.3","1.9","5.0","1.5","10.0","1.7","8.1","1.7","10.1","1.9","17.1","2.3","11.8","1.8","12.1","2.0","5.9","1.0","7.6","1.4","56278","5258","83384","5336","(X)","(X)","(X)","(X)","34.1","(X)",
"0500000US37001","Alamance County, North Carolina","69343","1462","5.3","1.5","4.1","1.4","8.4","1.9","13.0","2.6","12.4","2.3","20.1","2.5","13.8","2.1","15.4","2.2","4.5","1.5","3.0","1.0","58400","3594","71972","3570","31.2","(X)","(X)","(X)","(X)","(X)","45152","2254","2.9","1.6","1.3","0.7","8.1","2.6","9.2","2.6","11.2","2.5","19.5","3.2","17.3","2.6","19.4","3.1","6.8","2.3","4.3","1.5","70258","6782","86168","4729","(X)","(X)","31.5","(X)","(X)","(X)","32344","2049","2.4","1.9","0.5","0.4","4.5","2.2","5.5","2.5","9.2","2.4","19.7","3.4","19.2","3.5","24.9","3.9","8.7","3.2","5.4","1.9","84164","5465","N","N","(X)","(X)","(X)","(X)","(X)","(X)","24191","2342","10.0","3.2","10.1","3.6","10.3","3.4","19.3","5.2","17.3","4.7","19.7","4.1","8.7","3.3","4.0","1.8","0.2","0.3","0.5","0.6","35202","3673","42286","3381","(X)","(X)","(X)","(X)","30.6","(X)",
"0500000US37019","Brunswick County, North Carolina","65337","2335","5.2","1.4","3.8","1.4","7.4","1.5","7.4","1.5","9.4","1.8","23.5","3.0","14.4","2.4","16.4","2.6","7.6","1.7","4.8","1.3","65374","6614","85527","5991","40.7","(X)","(X)","(X)","(X)","(X)","44603","2687","2.1","1.3","2.1","1.2","3.9","1.3","6.7","1.8","8.9","2.3","23.3","3.5","18.0","3.0","19.8","3.0","9.5","2.2","5.7","1.6","80070","4404","98365","7822","(X)","(X)","38.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","87040","4874","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20734","2297","11.6","4.1","7.9","3.7","15.4","3.8","10.5","3.2","10.5","3.4","25.1","4.9","6.9","2.9","6.0","2.9","3.4","2.1","2.7","2.3","38571","8546","55030","8001","(X)","(X)","(X)","(X)","43.5","(X)",
"0500000US37021","Buncombe County, North Carolina","97345","3398","4.3","1.2","5.6","1.9","7.5","1.6","8.3","1.8","12.5","1.8","18.0","2.2","14.0","1.9","14.8","1.6","6.5","1.3","8.5","1.5","64532","3971","95599","7677","31.2","(X)","(X)","(X)","(X)","(X)","57528","2887","1.6","1.1","2.5","1.5","4.7","1.6","7.1","2.1","11.4","2.2","15.4","2.6","16.9","2.5","18.1","2.2","9.9","2.3","12.3","2.2","83808","5866","121548","11775","(X)","(X)","32.0","(X)","(X)","(X)","44400","2741","0.8","0.9","1.7","1.0","4.1","1.6","5.5","2.3","9.2","2.4","14.8","2.9","18.4","3.1","19.4","2.8","10.9","2.5","15.2","2.8","93632","6344","N","N","(X)","(X)","(X)","(X)","(X)","(X)","39817","3264","8.9","2.6","10.1","3.7","11.8","3.0","11.0","3.2","13.4","3.0","21.6","4.0","10.3","2.7","8.8","2.3","1.4","0.9","2.7","1.2","43061","5266","56283","3910","(X)","(X)","(X)","(X)","28.7","(X)",
"0500000US37023","Burke County, North Carolina","35709","1226","7.1","2.4","6.0","2.6","7.9","2.4","7.5","2.7","18.6","4.1","17.5","3.5","13.4","3.6","15.5","4.0","2.1","1.1","4.3","1.8","55529","8862","72120","6308","32.8","(X)","(X)","(X)","(X)","(X)","24932","1724","3.7","2.4","1.9","1.2","5.3","2.1","8.7","3.2","18.7","5.6","19.0","4.9","13.6","4.0","20.4","5.4","2.5","1.4","6.2","2.7","64763","6113","85023","8696","(X)","(X)","33.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","71631","12769","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10777","1794","15.0","6.9","16.0","7.2","14.6","6.0","6.0","4.8","23.3","7.2","10.9","4.7","10.9","5.8","2.8","2.2","0.5","0.9","0.0","1.9","31614","11080","37038","5172","(X)","(X)","(X)","(X)","31.1","(X)",
"0500000US37025","Cabarrus County, North Carolina","73486","2341","3.4","1.3","3.5","1.4","6.6","1.9","4.9","1.7","11.5","2.5","16.1","2.6","15.6","3.0","21.5","2.8","8.6","1.6","8.3","1.9","79672","4061","98459","5338","47.7","(X)","(X)","(X)","(X)","(X)","55433","2914","2.0","1.4","1.2","0.8","5.4","2.5","3.9","1.7","10.9","2.8","15.0","2.9","16.2","3.9","24.9","3.3","10.5","2.0","10.2","2.4","93400","4758","110456","6664","(X)","(X)","49.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","105755","8225","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18053","2506","8.1","3.3","10.7","4.7","17.4","5.7","8.4","4.1","10.0","3.4","20.6","5.6","10.3","4.4","10.6","4.5","1.5","1.9","2.3","2.2","40333","13054","56367","8475","(X)","(X)","(X)","(X)","40.9","(X)",
"0500000US37027","Caldwell County, North Carolina","32600","1306","7.2","2.6","8.7","3.2","16.9","3.7","9.1","2.7","16.5","4.0","17.7","3.8","7.2","2.8","9.1","2.6","4.9","2.4","2.5","1.3","41210","3834","60961","6793","35.5","(X)","(X)","(X)","(X)","(X)","20149","1885","4.7","2.6","2.0","1.7","12.6","5.1","6.8","3.1","15.6","4.9","24.1","4.9","8.8","4.1","13.5","4.2","7.8","3.8","4.1","2.1","61193","4276","79363","9490","(X)","(X)","35.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","70240","4984","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12451","1831","13.3","5.8","19.6","7.5","25.7","6.3","13.2","4.3","14.9","5.5","7.8","4.3","3.8","3.1","1.8","1.5","0.0","1.7","0.0","1.7","21646","2121","28637","3274","(X)","(X)","(X)","(X)","36.4","(X)",
"0500000US37031","Carteret County, North Carolina","30589","1439","3.8","1.7","5.0","2.0","9.3","2.9","10.0","2.2","13.1","2.9","19.4","3.5","12.6","2.9","13.2","2.2","7.2","1.8","6.3","1.6","62907","3563","80748","4650","38.2","(X)","(X)","(X)","(X)","(X)","21714","1615","1.7","0.9","2.4","1.7","8.1","3.5","7.8","2.2","11.2","3.1","21.0","4.3","14.0","3.7","16.0","2.8","9.6","2.5","8.3","2.1","71895","4387","93524","5079","(X)","(X)","39.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","84770","6864","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8875","1138","9.0","4.5","11.7","5.4","14.1","5.2","15.9","5.8","18.2","5.5","16.7","5.0","7.1","3.6","5.0","2.4","1.1","1.0","1.4","1.0","34721","5346","45784","4557","(X)","(X)","(X)","(X)","34.6","(X)",
"0500000US37035","Catawba County, North Carolina","64302","2000","7.0","2.0","4.3","1.7","9.0","1.8","8.4","1.9","12.9","2.4","19.8","3.1","14.1","2.6","15.0","2.1","4.2","1.3","5.4","1.5","59603","3512","77189","4641","34.9","(X)","(X)","(X)","(X)","(X)","42550","2214","3.6","1.6","1.9","1.2","6.0","2.0","7.6","2.2","12.1","2.7","23.2","3.8","14.1","3.2","19.9","2.8","4.8","1.5","6.8","2.1","69683","5848","88411","6113","(X)","(X)","37.8","(X)","(X)","(X)","31941","2364","1.8","1.4","1.3","1.2","3.3","1.8","6.3","2.2","9.5","2.7","22.4","4.5","16.3","3.9","24.6","3.7","5.9","1.8","8.6","2.7","83565","6990","N","N","(X)","(X)","(X)","(X)","(X)","(X)","21752","2212","14.7","5.2","8.6","4.1","17.0","4.8","10.5","3.7","14.5","4.9","12.7","4.0","11.4","4.8","5.5","2.6","3.5","2.7","1.6","1.3","34000","5410","51373","9675","(X)","(X)","(X)","(X)","26.9","(X)",
"0500000US37037","Chatham County, North Carolina","31474","1350","6.2","2.7","6.2","2.3","8.4","2.7","7.2","2.4","5.4","2.0","12.6","3.4","9.9","3.4","15.3","3.1","9.5","2.8","19.3","3.9","84555","12300","127660","16136","37.7","(X)","(X)","(X)","(X)","(X)","22597","1601","6.1","3.6","2.1","1.1","5.7","2.8","4.0","2.1","6.1","2.3","12.6","4.4","9.5","4.2","17.7","3.6","11.7","3.4","24.6","5.1","114418","13176","148228","21346","(X)","(X)","39.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","131203","14235","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8877","1525","8.4","6.1","14.6","6.8","15.1","7.6","15.4","6.2","7.2","5.0","10.8","4.7","9.3","5.2","9.2","5.2","4.1","3.5","5.9","4.9","32832","8352","73596","27030","(X)","(X)","(X)","(X)","31.9","(X)",
"0500000US37045","Cleveland County, North Carolina","40296","1013","6.3","2.3","6.4","2.1","11.7","3.2","13.2","2.9","14.5","2.7","17.4","3.6","12.9","2.8","11.1","3.0","4.6","2.2","1.8","1.1","47150","4652","63291","5222","46.3","(X)","(X)","(X)","(X)","(X)","26880","1667","3.3","2.1","4.4","2.2","7.6","3.4","11.8","3.7","13.3","3.3","20.4","4.0","16.0","3.9","15.9","4.3","5.2","2.9","2.0","1.2","60898","11578","73929","6494","(X)","(X)","49.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","74710","6542","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13416","1547","14.8","6.3","11.3","4.6","20.9","6.9","15.7","5.8","13.7","4.8","16.8","7.1","2.8","2.1","2.4","2.3","0.2","0.4","1.4","1.9","28583","6026","37226","7629","(X)","(X)","(X)","(X)","39.1","(X)",
"0500000US37049","Craven County, North Carolina","42139","1778","7.0","2.3","3.6","1.6","9.2","2.6","11.6","2.9","13.2","3.1","18.6","3.5","15.5","3.7","13.7","3.0","3.8","1.4","3.9","1.6","57359","8550","72937","6266","34.8","(X)","(X)","(X)","(X)","(X)","26707","2177","3.0","2.1","1.8","1.3","6.0","3.0","6.3","2.3","17.0","4.2","21.6","5.1","16.6","4.3","17.1","4.2","5.9","2.2","4.8","2.1","68717","7128","86942","9285","(X)","(X)","36.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","81629","7937","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15432","1857","13.9","4.8","7.2","3.6","14.8","5.2","21.4","6.7","10.0","3.7","13.0","4.4","12.0","6.2","5.5","3.3","0.0","1.3","2.3","2.5","31729","4247","45524","8414","(X)","(X)","(X)","(X)","28.9","(X)",
"0500000US37051","Cumberland County, North Carolina","129898","1813","8.1","0.9","4.6","0.8","9.4","1.1","10.7","1.1","13.7","1.5","20.3","1.8","13.1","1.6","12.5","1.3","4.2","0.7","3.3","0.7","52372","1682","67379","2071","40.5","(X)","(X)","(X)","(X)","(X)","80907","2695","6.6","1.3","2.8","0.7","5.1","1.1","8.8","1.4","12.5","1.8","23.5","2.0","14.9","1.7","14.6","1.8","6.2","1.1","4.8","1.1","63800","2873","79234","3565","(X)","(X)","42.6","(X)","(X)","(X)","53913","2747","2.2","0.9","1.2","0.6","2.8","0.8","6.0","1.6","10.4","2.2","25.6","2.6","17.5","2.5","20.2","2.5","8.0","1.5","6.2","1.4","77199","3293","94495","4487","(X)","(X)","(X)","(X)","(X)","(X)","48991","2505","11.8","1.8","7.5","1.6","17.2","2.2","15.2","2.1","16.4","2.4","14.7","2.6","9.7","2.2","6.3","1.2","0.5","0.5","0.8","0.6","33786","2256","43912","2878","(X)","(X)","(X)","(X)","35.8","(X)",
